COMPLAINT	my phone no  is   hv bn tryng cstmr care for arnd an hr  no one rspnds
COMPLAINT	our issue has not been resolved their are charges levied tune to rs and they are reversing only rs are we beggars
MISCEALLANEOUS	i did not recv any email today
SUGGESTION	disable auto fill data option on your laptop other devices  follow safebanking practices  to share
MISCEALLANEOUS	application form no ra  branch ongole
COMPLAINT	i had the most horrible experience with your executive  i wasn't given proper guidance to my problem  /
REQUEST	want to disable auto debit to ppf on my sba  how do i do that
MISCEALLANEOUS	did that
COMPLAINT	why there's no kannada language in ur challan  saw this today in bhattarahal
REQUEST	the sad part is even simple queries and requests take days    why not be a frontrunner and improve r
MISCEALLANEOUS	a small ell instead of small i in the address  the s missing after http  fraud mail
COMPLAINT	what do you understand by priority  it means one month
MISCEALLANEOUS	a small ell instead of small i in the address  the s missing after http  fraud mail
MISCEALLANEOUS	a small ell instead of small i in the address  the s missing after http  fraud mail
COMPLAINT	it is avoid this attitude that one chooses a private bank by it seems bhowanipore branch couldn't c
COMPLAINT	uday sir   look at this failure of commitments by ur team openly on social media  not received a single call
COMPLAINT	just shut the fuck up how many times do i need to change the pw u guys send me messa
COMPLAINT	if i hv to contact icici bank cc for everything then why are you handling a twitter account this is not a govt office
REQUEST	udaykotak plz somebody helppppp
REQUEST	dear sir we are living at tahsil place  we desperately need a nationalise bank  hope u may interested it's a business hub
COMPLAINT	how many days u need to resolve d issue  ur customer care service very poor  they are damn unprofessional give rude reply
REQUEST	getn cals frm ds numbr askin credt crd details  sprd d wrd to
COMPLIMENT	thanks hope concerned team will progress from looking into it to fixing it at some stage
REQUEST	how can i track my credit card application status
COMPLAINT	dear such kind of response is not expected in a professional site i guess
COMPLAINT	for gave no called up person said its wrong no such utter mismanagement check your dm for details /
REQUEST	how many times you will say the same words that bear with us    please understand others problem also i need my money urgently
COMPLAINT	you fooled me  i repent now y i paid emi for yrs
MISCEALLANEOUS	a small ell instead of small i in the address  the s missing after http  fraud mail
SUGGESTION	if you are unable to log into your netbanking account then you should contact your branch they will revive
MISCEALLANEOUS	not so far required now
REQUEST	does icici bank take deposit of rs  coin
REQUEST	details sent  check your dm box
REQUEST	more bad experience with icici  please look at the below screenshot for more information
COMPLAINT	had complained to about suspicious activity and they never really did anything about it
COMPLAINT	what haapen guys again rs was deduted from my account without any information should i highlight this issue with uday kota
REQUEST	and till now no result a/c is with civil lines nagpur maharsatra branchall details given to the bank
COMPLAINT	ive aready had to change privilege mgr but looks like the problem is organsational  would never happen with a hdfc for eg
COMPLAINT	x customer support not available at   am
COMPLIMENT	thnks to giving a chance to visit club mahindra resort  superb living experience der  hope t
MISCEALLANEOUS	shocking to know that how can be such a cold blooded towards customer issues
REQUEST	hi can i get an update on your investigation
REQUEST	waiting for call from your executive to open account in dharwad karnataka
COMPLAINT	only one call that we will see the matter no action till date  what to do with account without signature or pic in records
COMPLAINT	appno onemonth goneby n partial pickup of document has been done no wonder u r loosin mindshare n marketshare
MISCEALLANEOUS	a small ell instead of small i in the address  the s missing after http  fraud mail
COMPLAINT	hey fraudsters yes u r u gonna do something about the burglary u did on my acc  cant believe u cant respond too
COMPLIMENT	pls dont go with hdfc credit cards  no offers or benefits for existing customers  better go with sbi or banks
MISCEALLANEOUS	tis bank know how to harass customers
COMPLIMENT	thanks for helping<u+a>
REQUEST	not able to get my mobile number varified by pockets
REQUEST	please dm me the email id on which communication has been sent
COMPLIMENT	yes got your mail  thanks for it  you guys have amazing efficiency <ed><u+a><u+bd><ed><u+b><u+d><ed><u+a><u+bc><ed><u+bf><u+bb>  i raised my issue on  got final revert today
COMPLAINT	didn't heard back anything from your team
COMPLAINT	you are showing your care by keeping your customers on hold for one hour
REQUEST	how much more time needed for knowing the update
REQUEST	will wait for your call  but wanted to understand why is this call all have been put across in a mail
SUGGESTION	reason y hdfc is leading is they hav the right person for the right job
COMPLAINT	dear you have the worst customer care  also the staff at your branch is not helpful
REQUEST	i have mentioned in all my mails tweets and to yr customer care as wll  plz check
COMPLAINT	i wnt cmplnt against d staf of icici branch located @ model town ludhianabranch code contact
REQUEST	sir plz inform me wht action taken by ur end for tht issue whter it will slove or not
REQUEST	got a call from for renewing my atm card   which one of u ws tht
COMPLAINT	dont regret for something for which you r helpless  regret for the policies
REQUEST	may i know a time frame for this
COMPLAINT	hi been trying to connect with you all since days and your lines have been busy and haven't received any call back
MISCEALLANEOUS	<ed><u+a><u+bd><ed><u+b><u+> vccirclepremiumkotak pe plans to expand investment franchise | privateequity
COMPLAINT	dear kotak teamthis is my th rejection credit card appli ation number
MISCEALLANEOUS	my contact no z      itz nice c tat th lethargic attitude tat i saw wit ur rep here hs not eroded ur core
COMPLAINT	i must tell u that even after months not a single person has ever called me from yr bank w r t  this issue
COMPLAINT	got a call from your guys and they need another days  seems no one wants to work at bank  disappointed
MISCEALLANEOUS	a small ell instead of small i in the address  the s missing after http  fraud mail
REQUEST	help me resolve this issue
COMPLAINT	unfortunately it is only an email with no resolution and to surprise the operations manager asked me to provide investment
MISCEALLANEOUS	other bank cards for successful swipe at pos in almost all supermarkets  /
REQUEST	after months was sleeping plz share proof of sr request closure or out
MISCEALLANEOUS	all that unnecessary capitalization and grammatical errors would make me suspicious though
REQUEST	don't lie my number is working fine getting calls from many people try now
MISCEALLANEOUS	there are opportunities opportunity lies in volatility power woman shanti ekambaram of at
MISCEALLANEOUS	plz deliver this awb @ sf / st floor dlf phase iv galleria market gurgaon
COMPLAINT	trying to reach since morning
COMPLAINT	don't you have a bank fraud policy liability is totally and only on you to get this right
REQUEST	have shared waiting for resposne
COMPLAINT	worst bank i seen in my life  there is no concern about customers   how to block my account
MISCEALLANEOUS	my top followers debashish  find yours free at
COMPLAINT	tried reaching customer care they said  can't help if i don't have transaction decline slip have i lost my money  is dere cont
REQUEST	hi kindly check your dm  let me know what can be done to process it  and what are the procedures to follow up
COMPLAINT	what a shitty customer support you have  they cant pronounce a simple name they just won't listen just blabber
MISCEALLANEOUS	a small ell instead of small i in the address  the s missing after http  fraud mail
REQUEST	how does one pay for your personal emi through net banking  today is my due date and your incompetent support folks can't help
COMPLAINT	i am unable to undrstand whats the issue with your bank
REQUEST	team bigbasket offer
COMPLIMENT	thnks to giving a chance to visit club mahindra resort  superb living experience der  hope t
REQUEST	pls note and take appropriate action
MISCEALLANEOUS	a small ell instead of small i in the address  the s missing after http  fraud mail
MISCEALLANEOUS	my mobile number is + ph  address = senior m i g  arvind vihar bagmugalia bhopal m p
COMPLAINT	twitter handle kis liye h fir   if u can't help here    share mail id plz
COMPLAINT	cash delivered at homebut why would you put customers security at risk a big van with gunman for petty amount
COMPLAINT	i'm so annoyed with your extortion on fees for no reason
COMPLAINT	cabinet has already approved no surcharge on online transactions what u are waiting for
REQUEST	just sent you a dm regarding refund issue  please check and reply back  thanks
MISCEALLANEOUS	just recover the bank debt from the ruias
COMPLAINT	tired of your promises
REQUEST	my client wrongly paid excess incometax through icici online can we get reversal
COMPLAINT	icici branch doesn't have money
COMPLAINT	very insane from u people   for cash transactions u charged me four thousand rupess why
SUGGESTION	roll the cursor over the link and you will get the real link
MISCEALLANEOUS	our concern name sb building products ac no my number
COMPLAINT	since morning i m trying but no help  have dm as well but as usual no solution  u should close this bank if cant handle
COMPLAINT	it is over days there is just one communication from your team but no action failed to help yr old customer
REQUEST	how do i connect my existing icici account to pocket
COMPLAINT	i got a mail from a branch i replied but no revert from their end  manager's no  mentioned therein was also wrong
COMPLAINT	u guys messaged me that you'll get in touch  still hvn't received any calls  need to resolve a credit card transaction issue
MISCEALLANEOUS	a small ell instead of small i in the address  the s missing after http  fraud mail
COMPLAINT	banking with icici since it's inception relationship manager system is a farce as he does nt resp /is of no help at all/
COMPLAINT	i got money instead of k from axis bank atm and m a customer of
REQUEST	no call back received yet  no emails  no details provided  kindly contact asap
MISCEALLANEOUS	waiting for that till date
COMPLAINT	the courier company dhl is also not picking up the call
COMPLAINT	i gave a address update request my city is shown as kolk instead of kolkata cust care is not helping whom to contact
COMPLAINT	get the survay done you will come to know the fact how icici exploits customer
MISCEALLANEOUS	shocked this is not mine
COMPLAINT	a small ell instead of small i in the address  the s missing after http  fraud mail
COMPLAINT	me too got similar mail contacted icici bank but not much help from them
COMPLAINT	i thought that u r a credible fi but anyways my pl app form no is u've rejected it becoz i am a contractual emee
REQUEST	how i trust u   similar stmt u have been making for the past months i just want to know the max time u wil tak it
COMPLAINT	wer the hell is ur response  u debited rs towards card which is not issued to me
COMPLIMENT	thank you for your prompt redressal of my complaint  really appreciate it
COMPLAINT	just one reply needed  why after months is it mentioned in your charges table why manually deducting charges
COMPLAINT	after days of wait calls   finally i have to resort twitter  you debit me thrice for a transaction and no credit yet
REQUEST	kindly see the text in pic and plz take action against staffmy contact number
COMPLAINT	how will you investigate without getting the details from me
COMPLAINT	to make dd we need to fill dd slip n ur dd charges r rs per dd   so how do u benefit the cust  indianbanking rbi
COMPLAINT	tnx response rec'd d cal bt not yet reverted  you guys again debited charges raise t req
REQUEST	what is the progress on this  unbelievable laxity
COMPLAINT	applied for closure of demat accounts on sept emails to customer care of no use  why does one has to tweet to get attn
COMPLAINT	no update till now
COMPLAINT	still service requests are open  icicicustomercarewontcare
COMPLAINT	do you guys reply on dm or email   it's really not acceptable   plzz arrange the call back asap
COMPLAINT	since this morning inr cw fee is debiting from my acc each hour  support not exist
MISCEALLANEOUS	i didn't realize that  but it's ok  the wait time is more important
COMPLIMENT	pls dont go with hdfc credit cards  no offers or benefits for existing customers  better go with sbi or banks
MISCEALLANEOUS	goodbye
COMPLAINT	took more than days to open current account after opening it up didnt activate online banking and i had to visit tim
COMPLAINT	u people are working from august  this is not gonna workout
COMPLAINT	it is saddening to know that alike gives pl cr card to ppl who might not in serious need but rejects mine coz am a /
COMPLAINT	fake cleanliness campaign  this bank enjoy harassing customers
COMPLAINT	how u recruited your employees even they don't know spellings/copying they changed my name to meaning
COMPLAINT	i am not getting any response from kotak legal team kolkata  urgently need to collect deed from dlf almost mn no respons
COMPLIMENT	thanks
COMPLIMENT	many thanks very much appreciated
REQUEST	i want to update my permanent address; and not address for communication
REQUEST	hi we have made a note of your contact details  our official will address your concerns
MISCEALLANEOUS	congrats chiefdigitalofficers who made the news in sept from https
COMPLAINT	i want my money back within days otherwise i would like to change my bank
COMPLAINT	and you guys keep failing at it  poor excuse for a bank
REQUEST	i'm sandeep kumar actully thousand didacted in my account  i talk with customer care and go to branch also  pls help me
REQUEST	please contact to my mobile number as soon as possible
MISCEALLANEOUS	join md at ascentconclave for an inspiring talk  more info
MISCEALLANEOUS	this is next levell
REQUEST	still waiting
COMPLAINT	kindly send out mailer to customers people are getting such fake mails icicibank
REQUEST	air how do i directly talk to your coustomer service care   with the inputs i am able to talk explain them clearly pls help
COMPLAINT	dear mr kotak i blv kbm isnt willing to support my request  suggest hw i shd deal with kmb  its over months nw
COMPLAINT	could you plz tell how many time i ll put requst of my name change error which is done by u times resqtd
MISCEALLANEOUS	my god this is serious fraud
COMPLAINT	went to ur hinjewadi br no sorry from ur side  no positive response deputy br  mgr told she can't do anythingblamed me
REQUEST	can one can open saving a/c at with college id as kyc address id proof revert asap
COMPLAINT	my card pin first flight doc pq not yet delivered  lying at bhopal since   no proper reply given by courier
COMPLAINT	rem n+ sr nobody frm bank has responded regarding the open issue  wondering if anyone is even looking into it
MISCEALLANEOUS	icici bank atm ambarnath e ambarnath rly stn east near booking window thane maharashtra   i dont have atmid
MISCEALLANEOUS	a small ell instead of small i in the address  the s missing after http  fraud mail
COMPLAINT	leave it man close that account  i am opening a ac in axis bank
COMPLAINT	i have sr and this been pending with your lazy staff for a month  can someone wake up to attend to this
COMPLAINT	still issue is not resolved  no one is responding
REQUEST	i come to vijaynagar branch of yours daily hoping to deposit money by machine  how many days does it take to solve this
REQUEST	i want to pre pay my car loan online how do i proceed not getting any hep
MISCEALLANEOUS	a small ell instead of small i in the address  the s missing after http  fraud mail
MISCEALLANEOUS	a small ell instead of small i in the address  the s missing after http  fraud mail
MISCEALLANEOUS	join md at ascentconclave for an inspiring talk  more info ascen
COMPLAINT	you should have been prepared today for this to not happen  net banking server down  not good
COMPLAINT	okay  so no one called even after sharing number dontcare
COMPLAINT	pathetic service  pathetic vendor blue dart india  they do not deliver the debit card  customer care doesn't work of both
MISCEALLANEOUS	my mobile no
REQUEST	hi is there anything that we may assist you with  kindly dm us your contact details and we'll get in tou
COMPLAINT	yes i know it very well  bank never asked me about details but it should be stopped any how as i'm wondering /
COMPLAINT	lost rs on oct from my icici savings in unauthorised cash withdrawal pl act fast sr
COMPLAINT	the day this bank closes will be swachata in society
SUGGESTION	availability of challan in kannada must be made mandatory  not on request
REQUEST	how to change my debit card pin through netbanking
COMPLIMENT	the docs are delivered thanks it's employees who did this  again they did same for shipments
COMPLAINT	it does not pertain to kotak mahindra bank it is for kotak securities  read the tweet man
COMPLAINT	till nw im keepin a lot f patience  nw i wl hav to use stern words openly  i hope rbi yr top mgt is reading all mails/tweets
COMPLAINT	funding a township which is not approved by lda  is also apart of this fraud
COMPLAINT	third class useless pathetic experience  customer care harass u to full   fault is that i hv an account in this hell
MISCEALLANEOUS	another thing i tried to place a bel buy back order by using your 'request call back' on the your website  but they did
COMPLAINT	i hv closed my mother's acc deceased   day i get a call from custcare for atm card security isn't that being insensitive
MISCEALLANEOUS	also i had paid k in last week of sept to reduce rate from   to
REQUEST	please help this is urgent
COMPLAINT	u ppl are ridiculous can't even reply to one tweet while u keep calling and irritating for cred
COMPLAINT	still waiting
COMPLAINT	please be specific and provide the number where we can directly contact the customer care officer
COMPLAINT	why there's no kannada language in ur challan  saw this today in bhattarahal
REQUEST	hi i want to close down my kotak credit card what's the procedure
COMPLAINT	so for no fault of mine i should pay the difference in currency   i shouldn't have used travel card at all from your bank
COMPLAINT	keeptrackofurkotakaccount produce proof in order to get back the money   should i approach rbi or cnsumercourt
COMPLAINT	is only customer care service who knows only how to trap customers but don't know how to give services
MISCEALLANEOUS	a small ell instead of small i in the address  the s missing after http  fraud mail
COMPLAINT	the person on chat can not create a support case either  why have such channels which are no help
COMPLAINT	my imobile app stopped working  tried everything your ppl told  still no success
MISCEALLANEOUS	my no
COMPLAINT	already called customer care today they told me it will be credited by eod  still not yet credit
REQUEST	still waiting for the call from your side please respond asap
SUGGESTION	exact atm location is bavdhan branch pune atm  and for atm id i think u can easily find it by urself
COMPLAINT	i would sugest evry nvr to bnk wid kotak wrst servce evr nt evn a sngle ack in last days  kotak sucks
COMPLAINT	not need to do anything for me  i will manage things  i don't want to use your atm services from now on
COMPLAINT	there is no reply already business hours gone ceo n employee all are shameless
COMPLAINT	please break the silence and reply to my query  i don't want to wait for unknown time  need date of refund
REQUEST	manager called me and assured me that dd will given by coming monday hopefully he will be committed this time
REQUEST	will wait call from ur official
COMPLAINT	hi why's it so difficult to add a beneficiary for transferring funds  ugh the user experience on your site sucks really bad
REQUEST	in your net banking portal taxes paid yesterday hasn't been confirmed even after hours no challans stuck with my it returns
COMPLAINT	your executive did not even lodge my complaint  blocked my card after all money was taken and offered me new card
COMPLAINT	even after i called him once more  please note that i never asked him to call me back but it was he told that he will
COMPLAINT	the machine is able to read the card  then y shud i change my card  it's prob wit ur servers  u need to update servers /
COMPLAINT	icici bank blocked my debit card when i asked to refund they wrongly deducted from a/c  will inform world if not solved now
REQUEST	any update guys
COMPLAINT	do u know what is my issue i have calling last days n not getting solution  running behind u n   fuck off
MISCEALLANEOUS	no you can't
COMPLAINT	i have sent you dm  and fyi your bank is saying that they will need days to process this request of fraud transaction
COMPLAINT	team request closed  without even informing about the outcome  wat happened with my money
MISCEALLANEOUS	a small ell instead of small i in the address  the s missing after http  fraud mail
COMPLAINT	i want to say an only single word to kotak bank that is shut down call me if you want to contact me
COMPLAINT	ive already spoken to my rm's boss  its sad that routine requests come to this
COMPLAINT	got my atm card after extra days
MISCEALLANEOUS	a small ell instead of small i in the address  the s missing after http  fraud mail
SUGGESTION	availability of challan in kannada must be made mandatory  not on request
REQUEST	hello    how does one contact u   i need to block my lost debit card ur app is useless and ur toll free is till pm
COMPLAINT	respected sir i have an idea to achieve more and gain revenue as well as customer so for my suggestion please revert me  thnx
COMPLAINT	doesn't care if the customer is suffering bcoz of careless attitude shame on you being a bank
COMPLAINT	poorva sending mail and required documents for the last days
REQUEST	it is necessary to submit k's cheque while opening a/c for an pvt ltd company   your site says zero balance for months
COMPLAINT	pathetic services here in kanpur   never seem to improve  services whatsoever prvilige banking a sham
REQUEST	how could they get to know out contact details and last three digits of credit cards /
COMPLAINT	absolutely worst customer service
SUGGESTION	roll the cursor over the link and you will get the real link
SUGGESTION	bhai its time u close ur account
MISCEALLANEOUS	a small ell instead of small i in the address  the s missing after http  fraud mail
COMPLAINT	please check with your branch official before posting  they are saying that they can not do anything it is with central team
REQUEST	ignoring the customer when he actually needs it is what is wrong  however i would like to thank you for providing me
COMPLAINT	availability of challan in kannada must be made mandatory  not on request
COMPLAINT	why is credit card not updated in cibil for my card
MISCEALLANEOUS	i dmed you my contact number
REQUEST	rajesh from icicihyderabad assures resolution by friday  hope ms kochar taught honesty
COMPLAINT	ur otp sms service and debit card swipe are pathetic  at pos it usually gives me a timeout message i'm forced use /
MISCEALLANEOUS	a small ell instead of small i in the address  the s missing after http  fraud mail
COMPLAINT	kindly ask some decision maker of kmb to discuss the probs  guess english is really hard for kmb to understand
REQUEST	hey i have a jifi account woth you guys but i am unable to redeem any vouchers out of the points plz let me know how to get
SUGGESTION	it would be really appreciated if ur collection executive doesn't come at my doorstep   payment will b made installments
MISCEALLANEOUS	on th have made payment of inr nd at that time representative said there were no dues  because my emi refunded
COMPLAINT	same on you yet i have not received my card no response from customer care same on
COMPLAINT	evryday i curse the moment when i associated with yr bank
COMPLIMENT	yes sure my mobile no  is and thanks
MISCEALLANEOUS	why are you so angry over this bank
COMPLAINT	need to shift home loan and hence need all this man    what a bank in this age of online banking
COMPLIMENT	vijay padiyar thanks hope concerned team will progress from looking
REQUEST	not able to transfer money via app  error code u  customer care is not wiling to transfer call to app department
COMPLAINT	wait wait  let me pen down something for u ur policies  just wait
MISCEALLANEOUS	i feel that you ought to have typed trust [you] are in a instead  you are rather than your are
COMPLAINT	hey was trying to apply for a personal loan  it wont allow me to get past this screen  what to do
REQUEST	sir how much time required for crediting neft amount from sbi to icici saving account three days what rbi guidelines are
COMPLAINT	your illiteracy about india its ppl continues not sure how it makes sense u when u air hindi ads in kannada fm channels
REQUEST	nobody contacted me yet reg this
COMPLAINT	this is what u are telling from weeks  god know where ur relevant team is
COMPLAINT	several attempts failed to get my money back under sr do icici bank authorities really c
COMPLIMENT	pls dont go with hdfc credit cards  no offers or benefits for existing customers  better go with sbi or banks
COMPLAINT	nothing has been done till now  nobody contacted  money is not yet refunded in my wife's account
COMPLAINT	shittiest service by unable to unblock credit card  fully automated junk  can't speak to a person with a soul a body
COMPLAINT	hiiii before days i raise a request on your email id but my query is resolved yet wrost service
COMPLAINT	still no refund has been made  as committed by your representative in telephonic discussion
COMPLAINT	this is the worst bank i have seen  customer care harass u to the point of suicide
REQUEST	interest charged even after opting for no cost emi for my purchase on using my cc please look into it waive it off
MISCEALLANEOUS	and the bad english is also usually a give away /
COMPLAINT	dear you have the worst customer care  also the staff at your branch is not helpful
REQUEST	pls provide me the update of reg my credit card pls tell when it will deliver ed to me
COMPLAINT	what about return
COMPLAINT	i am trying to call your customer care for some urgent help  waited for mins   no one took my call
REQUEST	hope this tym u ll resolve my issue unlike raising sr and then close without resolution
SUGGESTION	your services are not really good for vehicle loans ete  i want to get rid of your services
REQUEST	hi    once again forwarded the mail with content of sms pasted on the mail body    pls acknowledge
MISCEALLANEOUS	congrats chiefdigitalofficers who made the news in sept from https
COMPLAINT	in mail u write charges being reversed and in actual you charge more times which tantamount to cheating and dishonouring
COMPLAINT	whytake charges after months why so secretly why is there no fixed date charges to be deducted why take twice demat chrgs
MISCEALLANEOUS	eg if i have euros usd on my card i want to withdraw euros the card is cutting usd giving me euros cuz usd is default
COMPLAINT	atm security is bank responsibility how can any bank get away and blame customer for atm fraud for their hard earn money
COMPLAINT	pathetic service not getting service
REQUEST	everything is shared with your team that day your team documented everything  i don't want to repeat same thing again
COMPLIMENT	thank you team icici    for your help
COMPLAINT	no account opening in icici without subsription of apy  application id
REQUEST	till now nobody has contacted me about my complaint  may i know how much more time it will take
COMPLIMENT	thank youissue has been resolved
MISCEALLANEOUS	exactly  <ed><u+a><u+bd><ed><u+b><u+d>
COMPLAINT	never get any reply via emails either
REQUEST	even your security guard is not present there another banks guard informed there is no guard between am to pm
MISCEALLANEOUS	a small ell instead of small i in the address  the s missing after http  fraud mail
COMPLAINT	funding a township which is not approved by lda  is also apart of this fraud
MISCEALLANEOUS	there are opportunities opportunity lies in volatility power woman shanti ekambaram of at
MISCEALLANEOUS	email gone wrong can't read the mail it's all right aligned and not vis
REQUEST	as mentioned earlier i do not own any crcard still my a/c is debited with inr pls reverse amnt
COMPLAINT	shittiest service by unable to unblock credit card  fully automated junk  can't speak to a person with
COMPLAINT	unauthorized illegal charge on my bank account by icici revert back the money or i will be forced to take legal action
COMPLAINT	have been trying since last months  card blocked and late fees charged thrice  worst customer service  /
COMPLAINT	it was a curtesy call from the team  a non committed response on the resolution of the prob  wip status <ed><u+a><u+bd><ed><u+b><u+>
COMPLAINT	let down my expectations  response is disappointing and inefficient paper work  i expect swift action on this
COMPLAINT	seriously u all guys make fake commitments to customer then not responding to us hate the service  bank r better lik
COMPLAINT	already shared my number   its already been hrs   i dont think icici bank cares for its customers
REQUEST	u search the details n let me know
COMPLAINT	when will u strt letting ur customers like me know before taking money out of the a/c the bank is urs nt the money in the a/c
REQUEST	i want last month bank statement  how to get that  netbanking it provides excel sheet  is thr month optn pls guide
REQUEST	i haven't received any communication kindly provide me a proof on my personal e mail i'd rohan farro com
MISCEALLANEOUS	congrats chiefdigitalofficers who made the news in sept from https
COMPLAINT	where is your official who was suppose to call  if you guys are not interested plz de activate my credit card
REQUEST	thank you all for your super cool entries in myhelicoptershot contest  winners please dm your contact details to claim
COMPLAINT	this is a case of fraud your bank should take immediate actions you should start contacting merchant payment gateway
COMPLIMENT	antiphishing com along with your contact details  thank you for the alert and your continuing
REQUEST	hey there still awaiting for your response would be really great if you could respond to the query that i have
