Complain, this is what you get... Now? Why can you not provide statements on app / phone banking : email... B… ,END,,,,
 in this age of online banking...,  need to shift home loan and hence need all this man... What a bank,Complain,END,,,
Complain,  thy r least interested in problems facing by their customer in daytoday life..… ,END,,,,
Complain,Icici card blocked for no reasn. Exec has no answr. sugsts I got new card.    notoicici sadservice,END,,,,
 NO MONEY,RT :    Close this DEAD ATM. POOR SERVICE FROM PAST 8MONTHS. NO AC, NO REC…,Complain,END,,
Complain,RT :  I need money right at my doorstep. This is 7th to 8th incident I'm reporting. I can't hear/read the wor…,END,,,,
 NO MONEY,RT :    Close this DEAD ATM. POOR SERVICE FROM PAST 8MONTHS. NO AC, NO REC…,Complain,END,,
Complain,  If you guys are so efficient with sending me bills. Show some efficiency when I need service.,END,,,,
Complain,  My online payments are stalled because of zero cooperation from your side!,END,,,,
Complain,  The Customer Care Executive said that it will be done within 2 working days. Its been more than a week.,END,,,,
Complain,  Is giving me a tough time! HOW THE HELL DO I CHANGE THE REGISTERED MOBILE NUMBER ON MY CREDIT CARD?,END,,,,
Complain, get the address from icici Facebook team. I have shared my details for last all events. I can't share it again and again.,END,,,,
 pls visit branch. Worst banking experience ever.,Welcome to  if you want your own home loan a/c stmt,Complain,END,,,
, ,,,,,
Complain,Nd I have received msg that refund amt is credited in my account than why r u adding that EMI amount in statement,END,,,,
, ,,,,,
Complain,But now system is saying that there is 1450 something is still pending of EMI.... What is this.,END,,,,
Complain,There is no reply already 48 business hours gone CEO N EMPLOYEE ALL ARE SHAMELESS    ,END,,,,
Complain,  lame worst fraudsters thieves I am still waiting to hear from u thieves! U stole my money! shameless,END,,,,
Complain, I need money right at my doorstep. This is 7th to 8th incident I'm reporting. I can't hear/read the word sorry.,END,,,,
Complain, having the worst experience from past couple of month. Least bothered.,END,,,,
 NO MONEY,   Close this DEAD ATM. POOR SERVICE FROM PAST 8MONTHS. NO AC, NO… ,Complain,END,,
Complain, shut this official page then if you guys cannot repond to cuatomers compalint.,END,,,,
,  Amazing Service by ICICI.,,,,,
,,,,,,
,,,,,,
,,,,,,
Complain,   never let that happen.,END,,,,
Complain, Same till date.. No call yet.. Pathetic,END,,,,
Complain, why is credit card not updated in cibil for my card ???,END,,,,
Complain,   Great thought Chanda ma'am. Better tell someone to cleanup ICICI support as well. It's USELESS,END,,,,
Complain, same way a chat support which tells me to call customer care number is useless,END,,,,
Complain, On top of that I cant get a simple OTP on my phone so my account is practically useless for me. I guess better close my a/c,END,,,,
Complain, The person on chat can not create a support case either. Why have such channels which are no help,END,,,,
Complain, And the phone lines are always busy? What the hell is going on?,END,,,,
Complain, Guys why do you have chat facility for NRI customers if they cant provide any support and tell to call customer care number,END,,,,
Complain,   Still waiting for call. In dis era i had to visit branch &amp; yet issue is unresolved,END,,,,
 sector 31 ,Wonderful security at  atm , main market, Gurgaon..and btw this is during day time , jus… ,Complain,END
Complain, Been two days since I have given my contact number but still no 1 from the bank bothered to give me a call ,END,,,,
 around an hour of talking and still no solution., . Your customer service is more than frustrating. 3 calls,Complain,END,,,
Complain,  3rd day and no one has called fraudstericici worstbank icicibank u wont get away! ,END,,,,
Complain,RT :   this is how u treat ur corporate customers? I didn't hear anything from anyone still! .c…,END,,,,
Complain,RT :   why there's no Kannada language in ur challan. Saw this today in  Bhattarahal…,END,,,,
Complain,RT :   why there's no Kannada language in ur challan. Saw this today in  Bhattarahal…,END,,,,
Complain,  not happy with your services this time. Sheer disappointment.,END,,,,
Complain,  I had the most horrible experience with your executive. I wasn't given proper guidance to my problem. (1/2),END,,,,
 I wonder what is taking so long for you guys to credit back the money....Worst service ever......Worst.., Still no response,Complain,END,,,
Complain, Still no improvement. Same story. One of both ATM machines down most of the time. ,END,,,,
 rep tried to sell their product.not happy, called custcare twice but issue is still not resolved.Instead of solving my issue,Complain,END,,,
 contacted Icici bank,  me too got similar mail, but not much help from them,Complain,END,,
Complain,  Do you even use your twitter? Becoz i have something very urgent to and you are least bothered.,END,,,,
 ws trying to withdraw Rs.6500 frm SBI ATM OCT 01, Unhappy wid service &amp; support, bt there was dispense failure.,,,,
Complain,Pls help.,END,,,,
Complain, my experience is getting horrible now it your courier partner xpreesbees I don't know why they taking this much time.,END,,,,
Complain, got two PINs without Any Credit Card. Poor Customer Service  Dissatisfied Customer  Kindly Help… ,END,,,,
Complain, still no update on my issue ,END,,,,
Complain,RT :  grammar is still your best friend though. ,END,,,,
Complain,  Even after 4 days haven't received a response from your side unprofessional frustrated,END,,,,
Complain,Its been 24 hours gone .... pathetic 24*7 service of liars club senior none of them called me   ,END,,,,
Complain,  Unhappy with your service. u just failed full fill your word u gave to ur customer badcustomerservice,END,,,,
Complain,RT :   why there's no Kannada language in ur challan. Saw this today in  Bhattarahal…,END,,,,
 say they from the bank. Phishing risk v high no security , do not even inform changes in writing. Anyone calls,Complain,END,,,
Complain,RT :    my god this is serious fraud,END,,,,
Complain, grammar is still your best friend though. ,END,,,,
Complain, : Is Chanda Kocchar's team trying to clean our pockets. Please return my money.Refer to DM's for details.(2),END,,,,
Complain, : Kindly see the DM's to  for details.Please return my money for the unopened new account.(1),END,,,,
Complain, getting bad gateway from link ,END,,,,
Complain,RT :   why there's no Kannada language in ur challan. Saw this today in  Bhattarahal…,END,,,,
Complain, Okay. So no one called even after sharing number dontcare?,END,,,,
Complain, your net banking isn't secure.Ur system says transaction failed but you still go and transfer the money. Tired of followups,END,,,,
Complain,RT :   why there's no Kannada language in ur challan. Saw this today in  Bhattarahal…,END,,,,
Complain, u want me to pay Rs 200 for the debit card? So first you screw the customer and then ask them to pay to get back to normal?,END,,,,
Complain, Can you update me on my long standing unsolved issue?way the issue is not being solved?why so much delay?Kailash chandraPant,END,,,,
Complain,RT :   why there's no Kannada language in ur challan. Saw this today in  Bhattarahal…,END,,,,
Complain,RT :   why there's no Kannada language in ur challan. Saw this today in  Bhattarahal…,END,,,,
Complain,RT :    availability of challan in Kannada must be made mandatory. Not on request,END,,,,
Complain,RT :   why there's no Kannada language in ur challan. Saw this today in  Bhattarahal…,END,,,,
Complain,RT :    availability of challan in Kannada must be made mandatory. Not on request,END,,,,
Complain,RT :    availability of challan in Kannada must be made mandatory. Not on request,END,,,,
Complain,RT :   why there's no Kannada language in ur challan. Saw this today in  Bhattarahal…,END,,,,
Complain, Thanks. Completed bank formalities in person today.My ATM card is with me but transaction happened. Still in shock.,END,,,,
Complain, one of the 24*7 third class customer care of  never ever go with  ,END,,,,
Complain, agents are fack and liars as they have to sell policy and company  support them making public fool,END,,,,
Complain, seniors does not have time to note down complain and resolve it on prior basis  ,END,,,,
Complain,Never purchase any policy from fraud they are giving some other policy  ,END,,,,
Complain,There is no security available whn u transfer fund from icici imobile app   ,END,,,,
Complain, do you guys reply on DM or email..!! It's really not acceptable.. plzz arrange the call back ASAP 9886161947,END,,,,
Complain,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Complain, so far no one contacted me since last 3 days.,END,,,,
Complain,RT :   24x7 Customer Support not available at 7.30 am.,END,,,,
Complain,  24x7 Customer Support not available at 7.30 am.,END,,,,
Complain, Please contact me on 8800166385 as i had already send an Email on customercare but didn't get any revert on that.,END,,,,
Complain, My Payment failed on 20th September!  is saying that money in stuck with bank! But here bank dosnt reply PATHETIC,END,,,,
Complain,  Faced severe banking fraud.Tried visiting nearest policestations but no one is willing to launch a complaint,END,,,,
Complain,  this is how u treat ur corporate customers? I didn't hear anything from anyone still! ,END,,,,
Complain,   availability of challan in Kannada must be made mandatory. Not on request,END,,,,
 Mobile No 9810678567. The matter pertains to fraudulent transfer of fund (SR432671313), I am Subedar Major (Retd.) AK Dash,Complain,END,,,
Complain,RT : Credit Card executives lured me with false offers then backed off unprofessional frustrated (1/2)  …,END,,,,
 I can't log into my net banking account,RT : . For some reason, says it has been disabled. I have to make a…,Complain,END,,
Complain, Two days gone. Still waiting for your team to contact me. Ur team is pretty quick when selling car… ,END,,,,
Complain, Your way of treating your customers is by putting them on HOLD for ONE HOUR!! You guys SUCK!!,END,,,,
Complain,  You are showing your care by keeping your customers on hold for one hour,END,,,,
Complain, It is avoid this attitude that one chooses a private bank by it seems Bhowanipore branch couldn't c… ,END,,,,
Complain, Bhowanipore branch has 10 employees working but can't hand over debit card delivered to branch 20 mins after working hours,END,,,,
 closed without any resolution or information to customer,  No service request for previous calls or SMS,Complain,END,,,
 unprofessionalism more than Govt Banks,  False assurance &amp; rude behavior of phone banking officers. SR436330185,Complain,END,,,
,  Still service requests are open.,,,,,
Complain,ICICICustomerCareWontCare ,END,,,,
 whenever I call at ur  no , sir, they forward call , didn't get solution . h… ,Complain,END,
Complain,No Refund till date (as committed by your Representative)  ,END,,,,
Complain,No Update till now   ,END,,,,
Complain, did not inform me that I have to allocate the order separately. But at least they try to help honestly unlike your....,END,,,,
Complain, Already shared my number...its already been 24 hrs...i dont think icici bank cares for its customers.,END,,,,
Complain, stock price up and service level down. noonecares Service request submitted on Aug26th yet to be acted upon. ,END,,,,
 I can't log into my net banking account,. For some reason, says it has been disabled. I have to make an urgent transaction!,Complain,END,,
Complain,  Still issue is not resolved. No one is responding. ,END,,,,
Complain, I was supposed to get a call from Icici Bank.but.have not received so far.,END,,,,
Complain, pathetic service. Pathetic vendor Blue Dart India. They do not deliver the debit card. Customer care doesn't work of both.,END,,,,
Complain, still awaiting for your call,END,,,,
Complain,  Deeply disappointed in ICICI Bank service. Email complaint no. '0007NaBY5CR3B8HF:level1complaint',END,,,,
 no response yet. Anytime soon?, shared the details yesterday,Complain,END,,,
000 Rupees available in wrong account.,  this is to inform you that more than 10,,,,,
Complain,Tack imme… ,END,,,,
, . ,,,,,
Complain,Balasore ICICI bank I was standing at queue in 20 min. for deposit but at the and not accepting other ICICI acc,END,,,,
Complain, One of the most disgusting customer care support. Wanted to open an account waiting for call since a week. Anybody responds?,END,,,,
Complain, Guys ! Today is Monday It’s been 1 month 3 days since i applied for a CC. This has been my worst Experience. Losing Faith.,END,,,,
Complain, I wish RM cared 2 respond. Hoping people 2 know about this. Thank you for the info though!!,END,,,,
Complain,Experienced fraudulent transactions on my credit card for the first time.. Had to get it blocked. Efficient support from ,END,,,,
 but he is not picking the phone. Regarding home loan disbursement. Please help., trying to reach your relationship officer,Complain,END,,,
Complain, No call back received yet. No emails. No details provided. Kindly contact ASAP,END,,,,
 please help., i have noticed fraudulent activity on my netbanking and a huge amount is missing,Complain,END,,,
Complain, i am charged MAB charges on my account thrice without any info available on my account profile about MAB reqmt. Plz rvrs,END,,,,
Complain, I have sent you the details in DM. Please look into this matter very urgently.,END,,,,
Complain,  Bank complain no is SR435985508 . Till now I haven’t got any positive response from the ICICI.Plz do the needful ASAP,END,,,,
Complain, the foreclosure letter rcvd from u says prepayment charges  wt r dis chrgs pls? Was told no prpymnt pnlty earlier..Pls help,END,,,,
 USD, Some 56 random transactions in Euro, INR for amounts ranging from USD 1 to 100. Not sure from where ,Complain,END,,
Complain, till now I not have received your statement of my cc card than don't blame me for delay payment also make sure it not effect,END,,,,
 its been almost 20 days and the money has not been credit back., I still have not received a single phone call,Complain,END,,,
 for same code other sources showing c… , Int add payee page IFSC code search is showing wrong address,Complain,END,,,
Complain, haven't received a NEFT credit alert to a payee for a transfer I did in the morning. Help please?,END,,,,
Complain,SR434652299 on 04/10/2016. No card received till date. Plz issue any debit card on priority   I m nt able to trnfr,END,,,,
Complain,your illiteracy about India &amp; its ppl continues  Not sure how it makes sense 2 u when u air Hindi ads in Kannada FM channels!,END,,,,
Complain, iOS app has too many issues in login,END,,,,
Complain, Why YOUR DND? There's a national DND which you need to honor.,END,,,,
,,,,,,
Complain,  again received fraud call asking abt credentials 04044365800. Any action plan?,END,,,,
Complain, Just to let you know a bank account with no transaction facility is useless,END,,,,
, the vast section in Bengaluru understands Kannada.,,,,,
,I cudnt find kannada challan in ur bank,,,,,
Complain,These convincing replies wont wrk,END,,,,
 people are getting such fake mails icicibank… ,  kindly send out mailer to customers ,Complain,END,,,
Complain,Stop fooling your customer . I didn't receive any call/ email from your side! SUGGEST EVERYONE TO NOT BANK WITH ,END,,,,
Complain, banks like  doesnt support in the transfer of single female employees to there home state nor in the work time,END,,,,
Complain,  private bnks like  make work women from 9 to 9 pm who will be reponsible if anything happens with thm,END,,,,
 how much time required for crediting NEFT amount from SBI to ICICI saving account! Three days! What RBI guidelines are?, Sir,Complain,END,,,
Compliment, yes. I have been assured of a resolution. Thank you.,END,,,,
Compliment, Thanks,END,,,,
,RT :   Amazing Service by ICICI.,,,,,
,,,,,,
,,,,,,
,,,,,,
Compliment,   never let…,END,,,,
, team at Allahabad main branch rocks. Please extend my Thanks for their excellent service.,,,,,
Compliment,,END,,,,
 hope concerned team will progress from looking… … ,Vijay Padiyar:  Thanks,Compliment,END,,,
 hope concerned team will progress from looking into it to fixing it at some stage., Thanks,Compliment,END,,,
Compliment, great!! Very helpful.,END,,,,
Compliment, Thank You Sunil for sorting it out so quickly. The docs are submitted in the bank. A big thank you for helping me. :) :),END,,,,
 we regret the inconvenience caused. Please share your contact details with us. You can now do so by…,RT :  Hi,Compliment,END,,,
Compliment, thanks!,END,,,,
Compliment, replied on DM. Thanks!,END,,,,
, ,,,,,
Compliment,Thanks hv shared my no.,END,,,,
Compliment, Thnks for prompt Response. I have full faith and confidence in ICICI bank protocals to investigate and arrange my money back,END,,,,
Compliment, yes they did couple of time and followed the matter Issue is resolved.. Thanks Team..,END,,,,
Compliment,RT :  antiphishing.com along with your contact details. Thank you for the alert and your continuing…,END,,,,
Compliment, Quick response on twitter. Now let's see problem resolution speed... ,END,,,,
,Retweeted ICICI Bank Cares ():,,,,,
,,,,,,
 we have made a note of your complaint. We will check and get back to you., Hi,Compliment,END,,,
Compliment,Thanks to . My problem solved.,END,,,,
,  thank you,,,,,
Compliment,Issue has been resolved :),END,,,,
Compliment, Thanks ICICI bank resolving the Issue. Response is quite slow &amp; requires reminder,END,,,,
 was trying to apply for a personal loan. It wont allow me to get past this screen. What to do? , hey,Lead,END,,,
 18th Oct. Getting a confirmation of credit at beneficiary account is urgent., I hope I'll get a callback on Tuesday,Lead,END,,,
Misceallaneous, sent. Had sent before as well but obviously you never cared to call. Let's see this time,END,,,,
Misceallaneous, Really strange. Just took one phone call (from them) in my case. ,END,,,,
 it's all right aligned and not vis… ,   email gone wrong! Can't read the mail,Misceallaneous,END,,,
Misceallaneous,First  ask for contact details fr complaint redressal Nxt sleeps over fr 5 days post recpt of inf Nx… ,END,,,,
Misceallaneous,  still nobody contacted me; very strange,END,,,,
Misceallaneous,5 days and  is yet to get back.Such tweets are a farce to project a resp customer centric image .Rea… ,END,,,,
Misceallaneous, 5 days and the elephant called ICICI BANK has not moved!Reward of banking from inception &amp; being wealth Management Customer!,END,,,,
Misceallaneous,shocking to know that how  can be such a cold blooded towards customer issues,END,,,,
 they said they didn't receive any. Can you look into this , please help,Misceallaneous,END,,,
,   ,,,,,
Misceallaneous,2. Also I had paid 22k in last week of Sept to reduce rate from 9.5 to 9.4.,END,,,,
 not for the Foreign payment processors.,  Read about 2 Step verification is mandatory by RBI only,Misceallaneous,END,,,
Misceallaneous,  Same issue with HDFC too  ,END,,,,
Misceallaneous, this was not sent to me. A friend of mine shared it,END,,,,
,  ,,,,,
,No assist from your side till now. ,,,,,
Misceallaneous,assure for what then? ,END,,,,
Misceallaneous, my no9999984371,END,,,,
, ,,,,,
Misceallaneous,When am I getting d call....,END,,,,
Misceallaneous,   exactly. <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>,END,,,,
Misceallaneous,RT :  get the address from icici Facebook team. I have shared my details for last all events. I can't share i…,END,,,,
Misceallaneous,RT :  I am going to conduct survey for this ATM in my area and I'm going to publish my analysis on internet.,END,,,,
Misceallaneous, I am going to conduct survey for this ATM in my area and I'm going to publish my analysis on internet.,END,,,,
Misceallaneous, : I have recive the mail for conformation NITIN TAMBE your ICICI Credit Card Application Ref. No 2… ,END,,,,
 hard work means from India's youth icon even at60+n ur brand… , Also hope he learns whats work ethic,Misceallaneous,END,,,
, ,,,,,
,,,,,,
Misceallaneous,On 7th have made payment of 2000 INR nd at that time representative said there were no dues. Because my EMI refunded ...,END,,,,
 we have made a note of your concern and informed our teams. We will get back to you.,RT :  Hi,Misceallaneous,END,,,
Misceallaneous, my mobile.no.9331940393,END,,,,
Misceallaneous,  The grammar is quite a giveaway :),END,,,,
Misceallaneous,   one of my friend received phishing email which looks like genuine. pls… ,END,,,,
 in link LICICI instead of ICICI , Kindly look this type fraud email,Misceallaneous,END,,,
Misceallaneous, that's the scamsters' statutory warning. They just can't let go of that signature. ,END,,,,
Misceallaneous,  All that unnecessary capitalization and grammatical errors would make me suspicious though...,END,,,,
Misceallaneous,  this is next levell,END,,,,
Misceallaneous, shared my number,END,,,,
, ,,,,,
Misceallaneous,Shocked this is not mine ,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,   my god this is serious fraud,END,,,,
Misceallaneous, This is how fraudster operate. Web address is same except *s* missing in *https* and *L* used inst… ,END,,,,
Misceallaneous, Still no resolution even you got the my issue from PMO India.,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
,  ,,,,,
Misceallaneous,If time is 9.30 am . Why m waiting for debit card collection only at ICIC0006765,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : Safeguard yourself against banking fraud! Read &amp; follow SafeBanking tips. RT to share:  https:/…,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous, Bank's fraud detection logic automatically suspended card temporarily to prevent further transactions ,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,   And the bad English is also usually a giveaway (1/2),END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
 I was traveling in Delhi. Have no knowledge about area, Sorry,Misceallaneous,END,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
,My phone number: +96567762317.,,,,,
Misceallaneous,Mail id: manishrmakwana.com. Thanks,END,,,,
Misceallaneous,  then only it's gets debited. I highlighted this to  n ,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous, my cibil score but all together   staff are just doing time pass and making customer defaulter,END,,,,
Misceallaneous, but it's coming mobile number issue my mobile number is same 8680022607,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous, sorry 2 info u tat i hv not been cntctd uptil now inspite f providin my cntct details as askd by u....Th wait continues...,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous, Maybe the setting is not active. Since I was not able to send DM. ,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
 Delhi, somewhere in uttam Nagar,Misceallaneous,END,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous, My card PIN docket P991Q0325705 not yet delivered by First Flight. Lying since 13th at Bhopal. No satisfactory reply.,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
8826906222, and my no is 9650658766,Misceallaneous,END,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous,  Wow! And I am sure that the link asks for credit card number and expiry date.,END,,,,
Misceallaneous,RT : A small ell instead of small I in the address. The s missing after http. Fraud mail.  …,END,,,,
Misceallaneous, I had subscribed to mymoney during the offer period. Didn't get the amazon voucher yet. When can I… ,END,,,,
