Complaint,i have gone to bank thrice in weeks just to update my number its not yet done they are just saying its becoz of network,END
Complaint,I opened saving acnt in ur bank but my sbi debit card is not working in Internet txn I also concerned with branch but m sad,END
Request,Thanks Cd u pls say why ur Chingleput branch insisted only on Aadhaar even though I had driv lic passport copies?,END
Miscellaneous,With HopeLoans you can not only enjoy the benefits of your loan but also BeTheHope that lights up a million lives ht?,END
Complaint,the largest bank but far behind in Digitalisation CDMs must be increased Thx regards,END
Request,Is there any facility in sbi ATM for registering Aadhar no,END
Request,i know this Pls help without going branch how can ragister my mo No In My Account,END
Complaint,i sended e mail to SBI freedom rewardz member support to update my new mobile number but there is no response frm them,END
Miscellaneous,retwt?,END
Request,sir i again request u i can t take my payment in queue being fracture my leg,END
Miscellaneous,Perform basic banking activities using DMs through SBI?s official Twitter handle Follow us for more on SBIMingle htt?,END
Compliment,Thanks For The Clarification People Would Now Be Better Informed About Aadhaar And Its Usage In SBI DigitalIndia,END
Miscellaneous,shape while when percent transpercy and scientific method should be adopted specially for loan cases etc also,END
Miscellaneous,With HopeLoans you can not only enjoy the benefits of your loan but also BeTheHope that lights up a million lives ht?,END
Compliment,CSI award for best bank to implement Big data analytics implementation Another feather in the cap of GITC,END
Compliment,Follow us for updates on the products services initiatives of India s largest bank We are proud to be The Banker t?,END
Miscellaneous,Go places without losing touch with your bank Download StateBankAnywhere a mobile banking app that lets you bank fro?,END
Miscellaneous,retwt?,END
Miscellaneous,Follow us for updates on the products services initiatives of India s largest bank We are proud to be The Banker t?,END
Miscellaneous,ICYMI we got a new investment from our current shareholder,END
Miscellaneous,Please elaborate on your concern we will be happy to assist you,END
Request,I want to redeem my points but don t know how it be redeem plzzzzz help,END
Request,thanks for reply Its done pls do the needful,END
Request,what about sbi clerk final results,END
Complaint,hly negligent Nd lethargic bank official at Annauniv chn br Fed up following Refund incorrectly printed chqbk for 4mths,END
Miscellaneous,Let s talk if you are interested in next edition of at Bangalore,END
Complaint,i tried to call SBI Customer care several time but no response,END
Complaint,hi Team please help 20000rs debited from my account without my information,END
Complaint,My ATM card has been blocked without any reason or intimation Is this wat we call new age banking?,END
Complaint,plz sir resolve this issue,END
Complaint,I am not able to make mvisa because of technical failure in your STATE BANK ANYWHERE APP Pathetic service,END
Complaint,dear sir reference above ticket number is AT429226182784 complete against is transaction but still not resolved nitin bassi,END
Miscellaneous,I shared my information via Email,END
Miscellaneous,With HopeLoans you can not only enjoy the benefits of your loan but also BeTheHope that lights up a million lives ht?,END
Miscellaneous,SBI?s Start up Engagement Program supports Entrepreneurs by investing in IT Start ups SBIStartUpEngagement,END
Miscellaneous,With HopeLoans you can not only enjoy the benefits of your loan but also BeTheHope that lights up a million lives ht?,END
Miscellaneous,at this point it s a joke sbiclerk2016,END
Complaint,Disappointed whenever I visit the e banking kiosk Station Headquarter Lucknow the machines over?,END
Request,Need a student loan can any one help me of my branch kalna,END
Complaint,i mean to say server error,END
Complaint,i have already gone through d process and every time i try to login using temporary id n password it says server ever,END
Miscellaneous,Follow us for updates on the products services initiatives of India s largest bank We are proud to be The Banker t?,END
Miscellaneous,Are you looking for a Business Intelligence Qlikview consultant,END
Complaint,Since no one is listening in this andher nagri i am bound to contact plz help,END
Miscellaneous,With HopeLoans you can not only enjoy the benefits of your loan but also BeTheHope that lights up a million lives ht?,END
Complaint,for issue new card Cant understand the fact that how come u guys block someone s card unless u issue a new card,END
Complaint,Saturday morning I received a text ur sbi card is blocked due to security reason cntct home branc,END
Complaint,very pathetic services Card blocked without any reason Don t have a single penny noresponsibility,END
Complaint,The OTP app for iPhone is broken Please fix it ASAP It gives an error see photo on entering th?,END
Complaint,what should I do?? At least give me specific reason why my card has been block poors?,END
Complaint,right now I m kms away from my home branch I m without a single penny in my pocket,END
Request,he told me to visit my branch and apply for a new ATM card,END
Complaint,my ATM card has been blocked suddenly When I talked to customer care executive named Sushant,END
Complaint,what should I do?? At least give me specific reason why my card has been block poorservices pathetic,END
Complaint,right now I m kms away from my home branch I m without a single penny in my pocket,END
Request,he told me to visit my branch and apply for a new ATM card,END
Compliment,thank u for your concern Manager has responded to my email Hope it would resolve soon,END
Miscellaneous,sbi has already processed files from customer of same project many of them advance cheque ready but through agent,END
Complaint,pathetic customer service Requesting NOC for my card from days calls All promises no service,END
Complaint,agent rahul gayakwad will process the same file but loan processing officer will not smells commission with corruption,END
Complaint,sorry to say but app also doesn t work,END
Complaint,the intrest charged by builder is adding up because of ill services Who is going to compensate?,END
Complaint,i want strict action to be taken against officer mrunal from pune wakdewadi racpc branch due to pure negligence to cust,END
Complaint,i have decided to withdraw my loan application if not processed till tomorrow instead of false assurances,END
Complaint,Trying to get my wife s SBI Act shifted for past month with in Bangalore but no result Tried everything really frustrated,END
Complaint,its been more than a month of the harrasment by this loan processing department I am being forced to withdraw my clean file,END
Complaint,my ATM card has been blocked suddenly When I talked to customer care executive named Sushant,END
Complaint,officer from racpc wakdewadi pune has denied to process my file wheras agent will get it done if ap?,END
Complaint,Most shameless organization in dis world Do not care about future of lakhs of students Not willing to giv?,END
Complaint,will you take action after logded complaint?,END
Request,Can name of nominee be changed online through internet banking If yes steps please,END
Complaint,Sir pl see the our case seriously your bank already reduce housing loan interest but our A C mai?,END
Miscellaneous,retwt?,END
Compliment,thanks for fixing it promptly,END
Complaint,Most shameless organization in dis world Do not care about future of lakhs of students Not willing to giv?,END
Complaint,I have made an online fund transfer from to my Sbi account But the total amt is not credited,END
Complaint,If you have a strong random unique password you have no reason to change it,END
Request,When is sbi going to lailunch its own upi app,END
Complaint,i had posted photo of branch and atm what extra proof you want,END
Miscellaneous,SBI?s Start up Engagement Program supports Entrepreneurs by investing in IT Start ups SBIStartUpEngagement,END
Request,There are multiple app for mobile money transfer Are they compatible to each other?,END
Request,how can I change my SBI Home loan from Base Rate to MCLR??,END
Complaint,The worst bank in this world,END
Miscellaneous,With HopeLoans you can not only enjoy the benefits of your loan but also BeTheHope that lights up a million lives ht?,END
Compliment,Congratulations to Mr Mrutyunjay Mahapatra on being awarded Best CIO of the Year Award by CSI IT Innovations and Exc?,END
Miscellaneous,Opt for the SMS based high security feature that requests for an OTP to complete every transaction SafeBankingTip Se?,END
Compliment,CSI award for best bank to implement Big data analytics implementation Another feather in the cap of GITC,END
Miscellaneous,Transferring funds is now as easy as tweeting SBIMingle lets your perform Twitter transactions in a secure way Bank?,END
Complaint,How come all of a sudden my card got blocked without any intimation? I m in a huge trouble please help,END
Request,my account is in Bareilly I don t visit Bareilly anymore How can I close my account from Gurgaon branch?,END
Complaint,pls talk to your manager n help justify what a home branch can do and other SBI branches cannot in tod?,END
Complaint,pl arrng to check mails 9f chairman dgm cust service tweet not suuffcnt to elaborate Relate to wrong dedn from pension,END
Complaint,Please STOP fooling the citizens of India Remove from your website that you offer loan on electric vehicles,END
Complaint,complain registered expadiate the process regards Deepak kumar,END
Complaint,WHY should go to my village just to update my mobile no ? dissapionted in services no customer frndly,END
Complaint,can anybody look into this Cc,END
Complaint,what is wrong with the clerk result? You think we appeared just for timepass huh? Sbi simply sucks,END
Request,plzz provide me the email address of SBI S V University Branch Tirupati A P I want to change my address in my SB A C,END
Complaint,This is bad password advice If a customer uses a secure unique p w they need ONLY change if t?,END
Request,I want to change my address in my SB account through online Pls let me know the process,END
Complaint,Please teach SBI employees how to behave with account holders they should be kind helpful,END
Request,what the status of complaint no BP9992226200668,END
Complaint,sbi getting poor and asking 1rs for password reset feature,END
Complaint,charging for password reset feature,END
Complaint,Central KYCRegistry Of India Rejects Aadhaar Based EKYC,END
Complaint,I have forwarded my mail to the above address Hope the problem is solved or else I may tweet you again,END
Complaint,last day Malad east kurad branch pass entry machine is not working Wen I ask your staff they don t we don t know,END
Complaint,very pathitic sevice mid behave from your staff the don t care customer Most of the time your machine not working,END
Compliment,Why? SBI is good I think,END
Miscellaneous,Perform basic banking activities using DMs through SBI?s official Twitter handle Follow us for more on SBIMingle htt?,END
Complaint,SBI to close down SBT branches in TN banking,END
Complaint,Most shameless organization in dis world Do not care about future of lakhs of students Not willing to give the sbiclerk2016,END
Compliment,CSI award for best bank to implement Big data analytics implementation Another feather in the cap of GITC,END
Complaint,A C No Y transfer branch Cant i go to some other city few days? applied new Debit card via net banking,END
Miscellaneous,oil ?s Stake Sale Buoys Banking Stocks Bank Hog Limelight?,END
Complaint,Can you help solve the issue? Regards A very frustrated education loan holder,END
Complaint,Money gets deducted howvr from savings acct SBI IITK branch doesnt respond to my mails No one picks up calls either,END
Miscellaneous,retwt?,END
Complaint,Am an education loan acct holder who is frustrated with SBI Loan interest autopay has been failing for last mths,END
Request,had Delhi address But I have my Gas bill and Syndicate bank account in my name Can I open an account in SBT Chennai?,END
Request,retwt more sbiclerk2016,END
Request,Hi I am planning to open an account in state bank of Travancore Chennai My Adhar card and other government documents,END
Complaint,I want to status of ticke no CD8326373361,END
Complaint,Very unpleasant sbiclerk2016,END
Miscellaneous,With HopeLoans you can not only enjoy the benefits of your loan but also BeTheHope that lights up a million lives ht?,END
Complaint,the branch manager is not very cooperative That s the reason behind taking help from you,END
Miscellaneous,With HopeLoans you can not only enjoy the benefits of your loan but also BeTheHope that lights up a million lives ht?,END
Complaint,availed car loan mnths back Int rate changed But not effected my loan no Mail sent no reply Bad service isnt it ?,END
Miscellaneous,thanks for flwng sharing a commen cause sbiclerk2016 declareSBI,END
Request,I want to know how can I get loan for my new it based bus?,END
Miscellaneous,With HopeLoans you can not only enjoy the benefits of your loan but also BeTheHope that lights up a million lives ht?,END
Miscellaneous,Hope so,END
Miscellaneous,With HopeLoans you can not only enjoy the benefits of your loan but also BeTheHope that lights up a million lives ht?,END
Complaint,if u want money take it but don t name it as lien amount r fucking amount,END
Complaint,SBM Dharwad saptapur branch is the worst bank ever with worst staff still now They take mins to complete a challan,END
Complaint,u r bank is worst bank,END
Complaint,I feel lucky to know how to use SBI online services but concerned about those who hopefully arrive in bank branches,END
Complaint,Went to local sbi branch fr account opening of my cook Worst customer service ever experienced banking of s,END
Miscellaneous,Perform basic banking activities using DMs through SBI?s official Twitter handle Follow us for more on SBIMingle htt?,END
Complaint,today s scenario Unnao City Branch Only Single window active coupon active no manager and other staff avail till,END
Miscellaneous,Worlds biggest bank proud sponsor Worlds biggest Culinary heats ycolympiad ht?,END
Miscellaneous,I got this at ATM right now,END
Complaint,Redressing of customer s grievance and replying to their letters must also be made easy Even tweets were not replied,END
Complaint,customer care peoples also dont know what is lien amount They also not providing proper information to me,END
Miscellaneous,Exclusive Chmn Confident stress in system will be lower this year,END
Request,hello I want apply for SBI in touch debit card my current card is sbi classic what steps shud I follow,END
Complaint,taking amount from customers and name it as lien amount,END
Complaint,sbi bank is no bank doing fraud,END
Complaint,sbi bank is no bank to take money from customers and name it as line amount,END
Complaint,haven t received any answer from bank Is this THE STATE BANK OF INDIA its relation with customers?,END
Miscellaneous,FinanceGyaan The ?ABC? of banking Up your banking knowledge as we simplify complex finance jargons for you,END
Complaint,DoT letter dtd has directed reg A C The Pensioncommutedamount P Mistobededucted upto,END
Complaint,Downloaded secure bank secure OTP but I am not receiving any sms on my registered mobile number after login,END
Complaint,I have written the mail regarding the issue Please look,END
Miscellaneous,Why gained up to in intraday deals,END
Complaint,Email sent within minutes of your tweet It has been five hours since then Just wondering if I will ge?,END
Complaint,Email sent within minutes of your tweet It has been five hours since then Just wondering if I will ge?,END
Complaint,If no response comes within noon tomorrow will be forced to escalate this Needless harassment of customers,END
Complaint,Email sent within minutes of your tweet It has been five hours since then Just wondering if I will get a response today,END
Compliment,is Good Job,END
Request,when is the offical sbi upi app releasing?,END
Miscellaneous,Smt Arundhati Bhattacharya handed over the key to a brand new animal carcass lifting van to trustees of Shri Jalaram?,END
Complaint,Very unpleasant sbiclerk2016,END
Complaint,i have been given blocked card with pin And sbi is not helping Ccontact no,END
Miscellaneous,With HopeLoans you can not only enjoy the benefits of your loan but also BeTheHope that lights up a million lives ht?,END
Complaint,Got my new SBI CC Unable to activate it,END
Compliment,CSI award for best bank to implement Big data analytics implementation Another feather in the cap of GITC,END
Miscellaneous,Transferring funds is now as easy as tweeting SBIMingle lets your perform Twitter transactions in a secure way Bank?,END
Miscellaneous,FinanceGyaan The ?ABC? of banking Up your banking knowledge as we simplify complex finance jargons for you,END
Miscellaneous,Worlds biggest bank proud sponsor Worlds biggest Culinary heats ycolympiad ht?,END
Miscellaneous,With HopeLoans you can not only enjoy the benefits of your loan but also BeTheHope that lights up a million lives ht?,END
Complaint,bnk managr says keep tweeting v know wat answer n if any enquiry is dis d system v want Pls help,END
Complaint,bank mangers feel der job safe n wil wrk at own pace perfct example mor than one n half yrs atm crd nt issued,END
Miscellaneous,Why gained up to in intraday deals,END
Complaint,Hve maild tweetd requesedt manager bt of no use dey keep giving dates which never comes Please help,END
Complaint,Its bn months hvnt recivd ATM crd Abve all Mangr rude Kindly hlp Ji My dad is retird n cnt go bank alwez,END
Miscellaneous,With HopeLoans you can not only enjoy the benefits of your loan but also BeTheHope that lights up a million lives ht?,END
Miscellaneous,With HopeLoans you can not only enjoy the benefits of your loan but also BeTheHope that lights up a million lives ht?,END
Request,admin pls help how to creat sms alert in my account withot going branch,END
Complaint,i need help,END
Miscellaneous,FAKENDRA MODI NO STRICT IMPLEMENTATION OF POLICIES EVERYTHING FAKE sbiclerk2016,END
Complaint,SBI SHAME BANK OF INDIA sbiclerk2016,END
Request,sbiclerk2016 what s the reason behind this examination results right2information,END
Complaint,i yhink u r trying to add familiar candidates in result ridiculous corruption sbiclerk20?,END
Complaint,Wat u pepl want? sbiclerk2016 IS NOT SMALL ISSUE ?,END
Complaint,dictatorship by SBI shame sbiclerk2016,END
Compliment,Thankyou very much,END
Complaint,because these idiots are not listening to us Kamchor hai sab Sbiclerk2016 AskSRK,END
Request,Firstly declare the long pending result of sbiclerk2016 then ask others to join in,END
Request,please carry out surgical strikes on and bring out sbiclerk2016 results We lac aspirants?,END
Request,Please make Picture clear Atleast give us a tentative date when you are releasing SBICLERK2016 result,END
Request,on this dashara we want sbi clerk result sbiclerk2016,END
Complaint,pls talk to your manager n help justify what a home branch can do and other SBI branches cannot in today Digital World,END
Complaint,This is fu king insane hope remembers there was exam named sbiclerk2016 You can sleep but we lacs aspi?,END
Complaint,WORST APP WITH WORST CUSTOMER SERVICE TRANSACTION DONE ON BUT IMPS NOT YET RECEIVED IN BENEFICIARY ACCOUNT,END
Miscellaneous,till my last breath???? sbiclerk2016,END
Complaint,till when shall i update myself with career page???? till my last breath??? ?,END
Request,till when shall i update myself with career page??? sbiclerk2016,END
Request,plz publish clerk result as soon as possible sbiclerk2016,END
Request,we r frustrated now plz publish clerk result sbiclerk2016,END
Request,plz publish clerk result sbiclerk2016,END
Request,plz declare clerk result sbiclerk2016,END
Complaint,sbiclerk2016 hey assholes Why are u not declaring the results U mother fuckers,END
Compliment,CSI award for best bank to implement Big data analytics implementation Another feather in the cap of GITC,END
Complaint,If anyone ask for Shameless Irresponsible disgusting Bank den is d best example sbicle?,END
Complaint,Ticket no is and a c no is Incident happened on 7th october Wrong pin used but 14k was deducted,END
Complaint,sir plz do smthing abt?,END
Request,declare clerk result as soon as possible sbiclerk2016,END
Complaint,Whoa Saw this ad lets you transfer funds by tweeting??,END
Request,plz publish sbi clerk result sbiclerk2016,END
Request,sbiclerk2016 Please once question your conscience?What if your son or daughter is waiting for results?,END
Complaint,Whoa Saw this ad lets you transfer funds by tweeting??,END
Miscellaneous,EXCL Arundhati Bhattacharya Chairman Rosneft deal will help Essar Group to trim its leverage,END
Request,congratulations sbi but what about sbi clerk sbiclerk2016,END
Complaint,I got a SMS from VM ATMSBI that your card has been blocked due to security reasons I am not able to use my card now Help,END
Complaint,Ask the Chairman s secretariat they are not even acknowledging the correspondence what to talk of reply for the last Yrs,END
Complaint,I have sent an email Please kindly look into the matter i ll be really obliged I am really in need of help,END
Complaint,Sorry you are thoroughly mistaken No one owns State Bank but wants to take max personal gains show their power injustice,END
Miscellaneous,Opt for the SMS based high security feature that requests for an OTP to complete every transaction SafeBankingTip Se?,END
Miscellaneous,Why gained up to in intraday deals,END
Miscellaneous,Why gained up to in intraday deals,END
Miscellaneous,SBI Flexi Pay Home Loan offers flexible repayment options so that nothing gets in the way of your dreams,END
Miscellaneous,Why gained up to in intraday deals,END
Complaint,the MOST torturous experience happens when visiting your branches Inefficient maxxx Seriously considering closing account,END
Request,If a cheque is presented for clearing on Monday Can I deposit sufficient fund on Sunday for it?,END
Compliment,thank you hopefully I will get my refund,END
Complaint,my case is still pending Repeated reminder by CIBIL self No response Even GM customer service SBI not responding mail,END
Complaint,email sent Plz look into this matter asap,END
Complaint,none Please modernise as fast as possible and be as attractive as HDFC or ICICI Thanks,END
Miscellaneous,I email you the details,END
Complaint,It would really be great if you can respond,END
Request,Lady opening the accounts was saying V hav lot f othr wrk also V are nt siting jst to opn the a?,END
Complaint,pls justify why only home brach and not ANY SBI Branch?,END
Complaint,got my refund after almost two weeks I strongly recommend you to get some quality Customer service staff on board,END
Complaint,my sig can be verified by any SBI manager since you store them electronically I will suggest against such irrational laws,END
Complaint,look a girl have been fainted after standing continuously in que for hours Please improve your?,END
Complaint,i am questioning your process so please justify what i can do at home branch and not others when all your systems are online,END
Complaint,thats my question why home branch n not any other SBI Branch is home branch mgr best in country?or u nt trust ur other mgrs,END
Request,Plz answer,END
Complaint,you must be certifiably the worst bank of all times Passbook Seriously in this age?,END
Compliment,Thank you SBI I have sent a mail Please do whatever you can it s urgent I ll say good things about you to my friends,END
Complaint,It would really be great if you can respond,END
Complaint,Dear sir Madam please update me regarding my concern on Checkbook There are few blank checks which are already signed,END
Complaint,I have mailed all the details and I hope to get a satisfactory reply,END
Complaint,CR111526366917 I already shared this earlier Kindly check,END
Complaint,pathetic call centre and twitter handle also as your reply was late,END
Complaint,I already shared it once Sharing it again CR111526366917,END
Complaint,pls look into this thread,END
Complaint,Plz chk yr Email Inbox,END
Complaint,ive bn standing in que from lst hours already just to encash of my cheque as u ve blocked atm card widout any information,END
Complaint,my funds in SBI are inaccessible due to non issuance of ATM card and internet banking,END
Complaint,there ws sm cases reported in Kerala wr ATM card duplicatns hapnd also cash loss fm bank account is bcomng common in news,END
Complaint,what is the procedure to know the security reasons for which my card has been blocked,END
Complaint,wt s d matter wid ur blocked my ATM card widout any prior intimation Nw?,END
Complaint,staff engaging in arguments with customers Admin guy doesn t know how to take out a cable from printer Quality check,END
Complaint,hv an ac at VIJAYNAGAR branch code A bad Waiting to deposit cash for minutes Staff is pathetic and rude,END
Compliment,I have not credited at SBI but I think keep good relationship with SBI,END
Complaint,you have not been responding on twitter either for my first message sent a good hours ago,END
Complaint,my card has been blocked for days now and nobody is telling me anything I am stuck in a new city with no money,END
Complaint,I can t operate my online banking because my card is blocked I am stuck in a different city with literally no cash,END
Complaint,SBI is one of the worst worst bank in India Customer care totally worst Services w?,END
Request,I have a Chevrolet Tavera and I try to another Tavera vehicle for loan facility for my own business but I failed by SBI,END
Complaint,Don t Know how to get my father s money after his death that is stuck with SBI,END
Complaint,Even denied to give info regarding my father s A C and insurance details after his death,END
Complaint,People in SBI are not accepting application,END
Miscellaneous,wht happnd bro?,END
Complaint,at branch SBIN0002539 they are not issuing atm pin asking to come after days,END
Complaint,It s insane that one needs to visit Branch just to unblock his debit card? R we living in 19th century?,END
Complaint,need to train your call centers people try hire callers who are loud and clear to their products,END
Compliment,THAT S GOOD AND ALL GOVERNMENT BANKS SHOULD BE STRONG TO DEVELOP OUR INDIAN ECONOMY AND BEST CUSTOMER SERVICE,END
Request,sbiclerk2016 Why SBI nt declearing Clerk mains result? Shame on Pls help ?,END
Complaint,unable to find sbi Co In,END
Complaint,Haha who ll wait for so many days bro,END
Miscellaneous,Lessons in leadership from the SBI chairperson Arundhati Bhattacharya IshaInsight,END
Miscellaneous,Transferring funds is now as easy as tweeting SBIMingle lets your perform Twitter transactions in a secure way Bank?,END
Complaint,Please respond quickly yrs passed without resolution Thanks,END
Miscellaneous,Smt Arundhati Bhattacharya handed over Cheque to BK Ishitaben Chief Executive of Divya Nagari Slum Service Project ?,END
Complaint,We have sent the mail but there is no resoinse,END
Miscellaneous,okey will do Hope it will work,END
Complaint,and they aren t guaranteeing how long it will take for the card to come Minimum days is what they feel,END
Complaint,Dear sir can i get any response of my earlier tweet,END
Complaint,they have asked me along with many other people with the same issue to fill a form so that can re issue the card,END
Complaint,then made a trip to the bank itself and the staff is clueless All they said is many people have come with this issue,END
Complaint,In the midst of my work I got an SMS saying my account has been blocked Spoke to the call centre and they were clueless,END
Complaint,poor system submit govt challan for land fee told days wait for final challan payment Ahmedabad,END
Miscellaneous,SBI?s Start up Engagement Program supports Entrepreneurs by investing in IT Start ups SBIStartUpEngagement,END
Complaint,ahmedabad main branch collect check for govt challan and told to collect original receipt after day slow,END
Complaint,most of the time ATM reply error in this area we have hear only ATM approx25000 population,END
Request,I lost my checkbook and is it possible to block all of my checks without going to home branch ? I am out of my hometown,END
Complaint,Phone Banking It asks for ID but doesn t ask for the password When CC guys attend calls they redirect to IVRS again,END
Complaint,its ok i have applied for the new card the fun in it is that the manager didn t get notice about my card block facility,END
Complaint,your IVRS did not work properly Having a hard time authenticating my account on phone banking Issue still exists,END
Compliment,Thank you i contacted and mailed Lets hoper for the response,END
Complaint,today I could not close my RD because I had a jan dhan khata I was in rael need of money I am very dissapointed,END
Miscellaneous,Shape their future while you fulfil your dreams BeTheHope,END
Complaint,Thankyou for not taking any action against the problem I am facing Now m sure thatThis bank is just to annoy its customers,END
Complaint,Dear pls tell ur customer before blocking card Pathetic this is you have lost a customer,END
Complaint,thankyou for not helping a person who is actually in a trouble worst services ever Thankyou so much,END
Complaint,I have deleted my SBI buddy account Trying to activate it again but I am not able to,END
Miscellaneous,Worlds biggest bank proud sponsor Worlds biggest Culinary heats ycolympiad ht?,END
Complaint,tday i visted d sbi shikohabad main brnch for accnt opning bt dey said cme again on wednsday i ws lyk wht dissappointed,END
Complaint,Emailed Please resolve at the earliest,END
Request,when will cleark result will be published,END
Compliment,HappyMonday thanks for being top supports have a great week,END
Miscellaneous,Worlds biggest bank proud sponsor Worlds biggest Culinary heats ycolympiad ht?,END
Complaint,mail sent no action yet A very sorry state,END
Compliment,Nice programming,END
Miscellaneous,Shape their future while you fulfil your dreams BeTheHope,END
Miscellaneous,FinanceGyaan The ?ABC? of banking Up your banking knowledge as we simplify complex finance jargons for you,END
Request,when will SBI clerk main result please declare,END
