MISCELLANEOUS	another thing i tried to place a bel buy back order by using your request call back on the your website but they did 
COMPLAINT	kotak chor company not bank fraudmanagement
COMPLAINT	no proper response except to wait for hour to speak to their manager
REQUEST	same story guys and i need to use this platform like yesterday an
COMPLAINT	u asked me to share d no i have shared however no call has been received 
COMPLAINT	the foreclosure letter rcvd from u says prepayment charges wt r dis chrgs pls was told no prpymnt pnlty earlier pls help
COMPLAINT	your customer care system should be known as customer harassing system get me a human to talk 
MISCELLANEOUS	according to the merchant and the customer care rep from aliexpress
COMPLAINT	cash delivered at homebut why would you put customers security at risk a big van with gunman for petty amount 
COMPLAINT	hey i have a jifi account woth you guys but i am unable to redeem any vouchers out of the points plz let me know how to get 
REQUEST	as requested i have sent you the screenshot of order page over dm where its mentioned that it was a no cost emi please check 
COMPLAINT	what is the progress on this unbelievable laxity
REQUEST	i need login password reset link could you help me
REQUEST	atm is functioning very slow near ambernath rly stn it takes mins for a single withdrawal look into this asap
MISCELLANEOUS	dear sir re access bank account adebowale ogunranti on monday october cont 
COMPLAINT	hi why s it so difficult to add a beneficiary for transferring funds ugh the user experience on your site sucks really bad 
SUGGESTION	roll the cursor over the link and you will get the real link
REQUEST	plz check
COMPLAINT	i dnt think kmb is in any mood to help me i want to knw what can yr bank do to rectify my cibil whc u guys have spoiled
COMPLAINT	your response is hilarious only if your systems would have any such process nodel officer responded on oct 
REQUEST	i believe its enough time to get a call arranged kindly reve 
SUGGESTION	we are not beggars you have levied the charges because of your own mistakes you decrease the card limit and u have levied chrg
COMPLAINT	i was supposed to get a call from icici bank but have not received so far
COMPLIMENT	finally it s sta working after long time thanks
REQUEST	is it charged as prepaid or postpaid it s hardly days i have opened the account 
COMPLIMENT	yes got your mail thanks for it you guys have amazing efficiency <u d><u bc><u bf><u bb> i raised my issue on got final reve today
COMPLAINT	kindly ask some decision maker of kmb to discuss the probs guess english is really hard for kmb to understand
MISCELLANEOUS	a small ell instead of small i in the address the s missing after http fraud mail g z
COMPLAINT	trying to reach since morning rbmwy qq
COMPLAINT	and you guys keep failing at it poor excuse for a bank
COMPLAINT	have issues with my credit card bill was promised call back within hours days back by customer carestill waiting 
COMPLAINT	silra guy i was in queue more than minutes ur service sucks
REQUEST	i have mentioned in all my mails tweets and to yr customer care as wll plz check
COMPLAINT	happens all the time pls dont waste our time and money pls retweet vup
COMPLAINT	my card pin first flight doc p q not yet delivered lying at bhopal since no proper reply given by courier 
COMPLAINT	stock price up and service level down noonecares service request submitted on aug th yet to be acted upon 
MISCELLANEOUS	my cc acnt was closd on may may was sr closure date pl share commu 
MISCELLANEOUS	can t say as replied to me to enquire but by the time had already reached my destination
REQUEST	please check dm asap
MISCELLANEOUS	just recover the bank debt from the ruias
MISCELLANEOUS	sir we want to
COMPLAINT	chandakochar your kind interven is required to draw attention to resolve our query as your care dwpartment is sleeping
MISCELLANEOUS	a small ell instead of small i in the address the s missing after http fraud mail g z
REQUEST	i need some help with my account
REQUEST	pls follow i need to dm
REQUEST	too high tat can i expect any reve on sr 
COMPLAINT	yes the issue remains the same despite changing the browser need your assistance here 
COMPLAINT	that is correct but the issue is yet to be resolved
COMPLAINT	i dont understand if you are unable to understand my request im askin for a letter to be sent to cibil
COMPLAINT	so what use are you guys to me i m closing my account when i get to nigeria 
COMPLAINT	if my no is nt regd hw cm ur team call on same no for card upgrades ad when i tell them abt d problem dy hang d call 
REQUEST	please check with your super efficient employee raj prajapati and ayush morarka
COMPLAINT	don t open your account with them a sincere advice might end breaking your own head and cursing self pathetic
COMPLAINT	its been more than hr still waiting for your so called concern team to reach me 
COMPLAINT	surprising recall a dodgy forex txn on my credit card and they immediately blocked the card sent a new one 
COMPLAINT	no account opening in icici without subsription of apy application id 
MISCELLANEOUS	yea masterscard
REQUEST	i hv prepaid int card and unable to check the balance due to nullpointerexception could you pls hve n
COMPLAINT	dear nodal officerplease wake up from your dreamy paradise and reply on service request number sr 
COMPLAINT	well that s the problem the request was closed saying it s updated but the no wasn t in the system i had to resubmit the docs
COMPLAINT	pathetic customer care dont rely on 
COMPLAINT	been two days since i have given my contact number but still no from the bank bothered to give me a call 
COMPLAINT	recieving a message you are not authorized to view the page kotaknetbankingdown
COMPLIMENT	thank you
COMPLAINT	there has been a wrong debit and no one seems to care
COMPLAINT	worst service complain pending since months irresponsible branch mngr rajkot rushabh doshi 
COMPLAINT	dear you have the worst customer care also the staff at your branch is not helpful
COMPLAINT	in your net banking portal taxes paid yesterday hasn t been confirmed even after hours no challans stuck with my it returns
REQUEST	please is there a problem with your system i have not been getting alerts i need to know my balance 
MISCELLANEOUS	a small ell instead of small i in the address the s missing after http fraud mail g z
COMPLAINT	i have dm an issue pending for my corporate account since months even after multiple follow ups its not yet resolved contd 
COMPLAINT	service request no made a COMPLAINT days back nothing has come out of it
COMPLAINT	as other bank open an saving a/c within a day you taken month but still completed
MISCELLANEOUS	i m currently is arizona
COMPLAINT	for gave no called up person said its wrong no such utter mismanagement check your dm for details 
COMPLAINT	till nw im keepin a lot f patience nw i wl hav to use stern words openly i hope rbi yr top mgt is reading all mails/tweets
COMPLAINT	dm not working
REQUEST	hi i need to dm wanna complain about something
COMPLAINT	nne of ur ppl can gv me a fxd rsolutn time wks to fnd out if smbdy was cheatd of thr mny needananswricicibank
REQUEST	hi sorry for the trouble please share your concerns at ycotu fc for us to assist you 
MISCELLANEOUS	ama go give it a shot
MISCELLANEOUS	a small ell instead of small i in the address the s missing after http fraud mail g z
MISCELLANEOUS	no i didn t it was on dcounter withdrawal
COMPLAINT	i got money instead of k from axis bank atm and m a customer of 
COMPLAINT	get the survay done you will come to know the fact how icici exploits customer
REQUEST	first of all i have been a long time priority customer of axis bank so i expected my email to be registered one
COMPLIMENT	pls dont go with hdfc credit cards no offers or benefits for existing customers better go with sbi or banks
REQUEST	i choose to use the atm machine
COMPLAINT	and ad says kona kona kotak when cant resolve a minor issue imagine the reputation loss on one side
MISCELLANEOUS	tis bank know how to harass customers
COMPLAINT	when says we will call you it certainly means at least after a day even if it is fucking urgent 
COMPLIMENT	thanks to twitter team for solving the account opening problem account is now opened within hours thanks to your efforts
COMPLAINT	i have noticed fraudulent activity on my net banking and a huge amount is missing please help 
SUGGESTION	it would be really appreciated if ur collection executive doesn t come at my doorstep payment will b made installments
COMPLIMENT	thanks
REQUEST	shared the contact detail look forward to help asap 
REQUEST	hi when we transfer internal to other icici bank a/c holder then no grid value password required
COMPLAINT	worst bank they should close down
COMPLAINT	all other banks i deal with take charges immediately which is best you know ur charges before taking the service
REQUEST	help me resolve this issue 
MISCELLANEOUS	professionalism is not synonymous with the big brand image
REQUEST	is this a valid email i do not have any account with you ending with tt
COMPLAINT	hey was trying to apply for a personal loan it wont allow me to get past this screen what to do q
SUGGESTION	hi sorry for the trouble please write to us 
MISCELLANEOUS	a small ell instead of small i in the address the s missing after http fraud mail g z
COMPLAINT	went to ur hinjewadi br no sorry from ur side no positive response deputy br mgr told she can t do anythingblamed me
COMPLIMENT	amazing service by icici mnnexz never let 
COMPLAINT	icici bank porbandar refused open ssa unless i open saving ac for gl child
REQUEST	nothing yet please help
COMPLIMENT	many thanks very much appreciated 
COMPLAINT	i would like to change my bank what is the procedure please let me know
COMPLAINT	ing vysya merged to kmb consequently all the customers are put in trouble even day to day transactions have become a big task
REQUEST	i have dm you the contact number kindly call back asap 
COMPLAINT	need to fly london delhi to get this resolved share email address to send ticket invoice for re imbu 
COMPLAINT	chor bank still didnt able to find anything 
COMPLAINT	shittiest service by unable to unblock credit card fully automated junk can t speak to a person with
COMPLAINT	another follow up sr my suspicion getting stronger bank doesn t have policy and doesn t want to provide answers
COMPLAINT	its been days no response but a emi is bounced without me taking loan its long wait think i should go legally poor kmb 
REQUEST	i hope new debit card with correct name will be provided to me at earliest
COMPLAINT	got call fr ur call center completely disappointed tone was as if u are doing favor to me by chng rs 
MISCELLANEOUS	a small ell instead of small i in the address the s missing after http fraud mail g z
COMPLAINT	i deposited paymnt fr my credit card via cheque at ur branch amnt ws clearly mntn in wrds numeric yet dey debited /n
MISCELLANEOUS	i have premium account in icici
COMPLAINT	nothing new in your reply did you call me why did you ask for my number and did not call why no reply to mail service mails
COMPLAINT	feeling cheated unsafe banking need help 
SUGGESTION	if credit department is strong in banks then no npa will happened will get economic growth
REQUEST	i ve sent my contact information awaiting a call
COMPLAINT	it is over days there is just one communication from your team but no action failed to help yr old customer
REQUEST	waiting for call from your executive to open account in dharwad karnataka
MISCELLANEOUS	kotakbank launches kotak now app for account opening via mobile read more at cnelzfxh wednesday bank 
MISCELLANEOUS	a small ell instead of small i in the address the s missing after http fraud mail g z
COMPLAINT	i need suppo email address because phone banking is not able to provide suppo they say we r forwdng call and hungup
COMPLAINT	please find alternate solutions to help customer and not trouble them this is my third COMPLAINT on tweeter
COMPLAINT	my credit card is not being deliver since a month now can yo help me get this done as messed it up big time
COMPLIMENT	thank you this was very helpful
MISCELLANEOUS	a small ell instead of small i in the address the s missing after http fraud mail g z
REQUEST	please contact to my mobile number as soon as possible
COMPLIMENT	thanks a ton
COMPLAINT	tnx response rec d d cal bt not yet reverted you guys again debited charges raise t req 
REQUEST	i tried using the to make a balance inquiry but was told profile for this account couldn t be retrieved please help
COMPLAINT	now link rd kandivali w branch they have not received anything yet i submitted crf form on th was sent on th 
COMPLAINT	why no option for disbursement request on iloan app 
COMPLAINT	thanks for the mail this over due charges has levied due to kotaks fault i won t b paying
COMPLAINT	have been receiving all balance updates on the same no since last yr some system error on ur team refuses to acknowledge
REQUEST	please help me understand how a simple transfer has not been effected for over a week eveytime ur ppll say its been done
COMPLAINT	balasore icici bank i was standing at queue in min for deposit but at the and not accepting other icici acc
REQUEST	follow back so i can dm you the number
COMPLAINT	icici blocked my card when i asked them to correct their mistake first work in bank then do this
MISCELLANEOUS	i have recive the mail for conformation nitin tambe your icici credit card application ref no kbj
COMPLAINT	vry amazing dat despite rate redn by rbi you chose to corner the benefit for urslf by nt pssing the reduction customers 
REQUEST	why loan ammortization schedule not available online for customers nontransparent
COMPLAINT	please close down your alwarpet branch in chennai as it is useless and you have robbed me of rs 
MISCELLANEOUS	hi team i shared pics one of sadar near bombay bazar nd pic of atm infront of ganga nagar thana both in meerut
REQUEST	can i get an update 
REQUEST	not able to get my mobile number varified by pockets
REQUEST	as mentioned earlier i do not own any crcard still my a/c is debited with inr pls reverse amnt tmyt
MISCELLANEOUS	mob no 
SUGGESTION	otp on mobile phones must be introduced for atm withdrawals too for fraud prevention 
COMPLAINT	i don t think your bank cares for retail customer any more it sucks big time staff at bangalore btm branch shd be sacked
COMPLIMENT	thanks to my problem solved
COMPLAINT	it was a curtesy call from the team a non committed response on the resolution of the prob wip status 
COMPLAINT	just opened family ac one of my account has been charged for debit card fees i believe it s free for st year help me
MISCELLANEOUS	canara bank kotak bank cut lending rates by up to finance msmes 
COMPLAINT	new way to rip their customers provide only other bank transactions don t maintain any of their atms
COMPLAINT	i want to say an only single word to kotak bank that is shut down call me if you want to contact me 
COMPLAINT	is there any update its almost a month 
REQUEST	hello how much is your online payment rates dollar and pound 
REQUEST	please dm me the email id on which communication has been sent
REQUEST	please call back i was driving when u called now am calling and have been on hold for close to mins
MISCELLANEOUS	shocked this is not mine co avtjdsyiu
REQUEST	hi i need assistance help me
COMPLAINT	hey i am still awaiting for my k no update from the branch please take immediate action its high time now
COMPLIMENT	customer service is just the bestfriendly and timely response thumbs up
COMPLAINT	are u collecting money for merger with ing from us by abnormally charging us this is looting 
COMPLAINT	do u know what is my issue i have calling last days n not getting solution running behind u n 
COMPLAINT	i have done that but no response yet
COMPLAINT	till now nobody has contacted me about my COMPLAINT may i know how much more time it will take
REQUEST	pls i made payment into my dstv with sc from mobile app with a/c and is yet to reflect pls confirm
COMPLAINT	when i visited the link i saw visa card and mine is master card
COMPLAINT	what is meant by suppo if u cant call me
COMPLAINT	whn u rdy tke policy terms r diffnt n whn u claim policy dat time terms will b different fraud 
MISCELLANEOUS	my contact number is 
REQUEST	done please check and let me know
REQUEST	it is necessary to submit k s cheque while opening a/c for an pvt ltd company your site says zero balance for months
COMPLAINT	pathetic srvc no action aftr login press nomorekotak closemysalaryacc tellprocess close qptrr
COMPLAINT	your customer care has misguided me every time to a surprise dey can send me statement on my resi address but not card
MISCELLANEOUS	i ll be sending a mail to that effect and i ll cc all access bank mails i can lay my hands on yes recession isn t funi
MISCELLANEOUS	join md at ascentconclave for an inspiring talk more info ascen 
COMPLAINT	one of the third class customer care of never ever go with 
REQUEST	i can t find airtime purchase
REQUEST	sorry i was little bit bz today i will take your call plz call me tomorrow
COMPLAINT	m travelling from tomo now tell me how u ll provide me with card nw i hav visited branch n given clarification on matter
REQUEST	hi i want to close down my kotak credit card what s the procedure 
COMPLAINT	nobody bothered to give an official reference number this shows the seriousness of your system that too on cases of fraud
COMPLAINT	btm layout stage branch sucks it s been weeks and could not activate dormant account just bcoz branch mgr is on leave
COMPLAINT	i am still awaiting for the resolution of my problem
MISCELLANEOUS	still nobody contacted me very strange
COMPLAINT	requested debit card on rd oct still waiting becoming besharambank days and counting stolencardreplacement
COMPLAINT	i am shocked he was use very unprofessional behavior threat me 
COMPLAINT	why are your customer care executives are sending irrelevant mails to me without understanding the issue
REQUEST	my icici saving bank account has been lien marked without any intimation and its banking holiday for next two day what to do
MISCELLANEOUS	branch is lavelle road bangalore
REQUEST	pls help i ve to wait till next tues today is day 
REQUEST	dear sir we are living at tahsil place we desperately need a nationalise bank hope u may interested it s a business hub 
COMPLAINT	need to shift home loan and hence need all this man what a bank in this age of online banking 
COMPLAINT	that s nt d point card was blocked for no reason saying dr case of fraud while serving no purpose what sorcery is this
MISCELLANEOUS	join md at ascentconclave for an inspiring talk more info ascen 
MISCELLANEOUS	saving account
COMPLAINT	please do call now it will go through an app was blocking ur call b
MISCELLANEOUS	congrats chiefdigitalofficers who made the news in sept from https 
MISCELLANEOUS	sent
REQUEST	i want last month bank statement how to get that netbanking it provides excel sheet is thr month optn pls guide
COMPLAINT	what the ing bank i never recommend ur bank to anyone u guys r charging even for imps money transfer go to hell
COMPLAINT	deeply disappointed in icici bank service email COMPLAINT no naby cr b hf level COMPLAINT
COMPLAINT	g m av received my account no on monday but am yet see the ale for the k during acessbankcsw thanks
COMPLAINT	on top of that cannot connect to customer care typical kotak service
COMPLAINT	applied for a credit card promised by the agent received a different downgraded one such unp 
COMPLAINT	your cheque processing system is flawed when will you fix it payee should get to know status with zjkmz
COMPLAINT	please break the silence and reply to my query i don t want to wait for unknown time need date of refund
MISCELLANEOUS	a small ell instead of small i in the address the s missing after http fraud mail g z
REQUEST	follow safebanking to stay ahead of fraudsters stay alert stay safe to share wldayxw 
SUGGESTION	why dont you reduce the base rate like mclr 
MISCELLANEOUS	hi please raise your query using axis pay app for us to assist you 
REQUEST	for god sake u lot should transfer my money now i urgently need to do sth
COMPLAINT	just got a phishing call for my icici bank credit card from number talking about refund of k due to me
COMPLAINT	ny update u r following most unethical banking practice n surprisingly u keep justifying itrequest u ve sm professionalism
REQUEST	i should kindly do what
REQUEST	how can i check my account balance without internet
REQUEST	this issue 
COMPLAINT	credit card executives lured me with false offers then backed off unprofessional frustrated 
SUGGESTION	hi please register your COMPLAINT at l ufed for us to 
REQUEST	i m receiving double message from the bank please help to solve the problem
COMPLAINT	so decided to seize my small funds in naira for over a week now for no exact reasons 
REQUEST	any updates on this ttwsafp
COMPLAINT	free my money now that the naira is consolidating against the dollar 
COMPLAINT	my COMPLAINT has not been resolved and yet i am getting a mail today saying my COMPLAINT has been closed how
REQUEST	free my money now that the naira is consolidating against the dollar 
COMPLIMENT	thanks 
COMPLAINT	online transactions not going to opposite party no satisfactory response from your team 
MISCELLANEOUS	also note that this transaction was done without otp or d secure 
REQUEST	you dint answer the whole question will the account be open immediately and will i get a masters card the same day
COMPLAINT	i have a one time closure letter dated for my loan account after lot of follow up it is not closed 
COMPLAINT	sbi is largest bank in india how this is lost our confident record of cards 
MISCELLANEOUS	this is next levell
COMPLIMENT	really appreciate kotak bank and thanks to priyanka for quick response on my issue 
COMPLIMENT	thnks to giving a chance to visit club mahindra reso superb living experience der hope to see u again
REQUEST	sent waiting for a call now
COMPLAINT	all customer relation mangers too busy to handle an emergency poorcustomerservice
COMPLAINT	guys why do you have chat facility for nri customers if they cant provide any suppo and tell to call customer care number
COMPLAINT	pl reve my money in my account that is lac unable to never continue 
COMPLAINT	it s happned in your noida branch and when my person say clear it today then nobody can give us positive response 
COMPLAINT	wat a horible service provided by kotak would nvr sugest any to bnk wid kotak kotak 
COMPLAINT	till today haven t received update on request nor request completed unable to understand delay of months for a small request
REQUEST	replied to ur link 
COMPLAINT	even ur nodal service officer has not replied to my emails for last months s yw kt
COMPLAINT	really pathetic suppo my running atm got blocked new old now they are asking for rs for getting it activated
COMPLIMENT	thanku for help
COMPLAINT	u want me to pay rs for the debit card so first you screw the customer and then ask them to pay to get back to normal
REQUEST	executive called me when i was travelling and asked to block my card permanently and was not sure if i ll get my money back
REQUEST	thanks for the prompt response hope it gets resolved soon and would not get repeated 
COMPLAINT	line at the cdm teller sitting ducks nt acceptng csh deposit evn if its urgnt cdm taking huge amount of time 
COMPLIMENT	quick response on twitter now let s see problem resolution speed munbsqz
REQUEST	contact number shared i expect a call in minutes
REQUEST	how does one pay for your personal emi through net banking today is my due date and your incompetent suppo folks can t help
COMPLAINT	my money is been drained up in the name if imps without any reason need refund immediately
COMPLAINT	u have been saying this for month now is there really any conversation between u and ur relevant team 
REQUEST	i have sent a dm waiting for your response thanks
COMPLAINT	never purchase any policy from fraud they are giving some other policy 
COMPLAINT	after entering pin atm machine automatically withdrawlled rs from my account [ ]
REQUEST	i used the accessbank mobile app what kind of information will i provide
REQUEST	guys now for opening any account in icici subscription to apy has become compulsory or else form will be rejected patan br
COMPLAINT	do u know what is my issue i have calling last days n not getting solution running behind u n 
MISCELLANEOUS	see this zs
REQUEST	but why are u calling random numbers for credit card 
COMPLAINT	you guys are yet to rectify the problem it s not funny anymore it s like you re doing nothing
COMPLAINT	sir after going through worst and pathetic service i am tweeting to you i have salary account in your bank 
COMPLAINT	trust you have recvd my emails yr team s working on it if u cnt do anythin thn write it and send it in email
COMPLAINT	wanted to inform from nxt month onwards i will not pay the loan wen u charge bcoz of ur fault why will i pay the loan thanks
COMPLAINT	it s been more then a month but this bank don t care would suggest everyone to close their relations xbb
REQUEST	sent to your portal for confirmation for upto weeks they have not heard from your bank please deal
COMPLAINT	i hav recvd the foreclosure nly and there is no letter with it
SUGGESTION	startup funding applying for a bank loan here is what you need to know 
REQUEST	unfortunately no reference number received was told that it will be updated in hrs after giving docs
MISCELLANEOUS	why are you so angry over this bank
COMPLAINT	if my no is nt regd hw cm ur team calls on same no for card upgrades and when i tell them abt d problem d 
SUGGESTION	availability of challan in kannada must be made mandatory not on request
REQUEST	got a call from for renewing my atm card which one of u ws tht 
COMPLAINT	still no customer satisfaction level when you promise a call back to cx when he says he is driving you must call back 
MISCELLANEOUS	okkz i will check it next tym whether it is applicable or not
COMPLAINT	you fooled me i repent now y i paid emi for yrs
MISCELLANEOUS	this is the scenario at jayhind press branch rajkot one of its kind for cash deposit 
COMPLAINT	weeks since your agent collected docs cheque account still not activated no communication from branch pls escalate
REQUEST	kindly follow back for me to dm thanks
COMPLAINT	ur security is worst k debited from my account without any reason no one is helping
COMPLAINT	fraudulent activity on my account you guys don t even care to reply to the email
COMPLAINT	icici asked my no to hear my concern however no call recd
REQUEST	need help regarding icici bank gift card i received by my relatives how can i use it 
REQUEST	got a call from for renewing my atm card which one of u ws tht or just phishing
COMPLAINT	pathetic customer care service by icicibank all of a sudden debit card showing blocked help
MISCELLANEOUS	my phone number mail id manishrmakwana com thanks
MISCELLANEOUS	vccirclepremiumkotak private equity raises new funding | privateequity w afm s h kh
COMPLAINT	hey fraudsters yes u r u gonna do something about the burglary u did on my acc cant believe u cant respond too
COMPLAINT	call me back after checking my account but he did not even after i sent him a reminder the thing icici securities 
COMPLAINT	cabinet has already approved no surcharge on online transactions what u are waiting for c ivu
COMPLAINT	we have had a very embarrassing episode of an international transaction i d like to dm you the details 
COMPLAINT	close this dead atm poor service from past months no ac no money no lrrsdxih
REQUEST	please check on s concern hxbf pr
REQUEST	someone is misusing my email id on an icici bank account how can this be stopped
COMPLAINT	kindly see the dm s to for details please return my money for the unopened new account 
REQUEST	i made a payment with my card on aliexpress but the order was cancelled due to security reasons on my card 
COMPLAINT	have current a/c but unable to use mobile banking for second err invalid credentials please assist
COMPLAINT	the quality of atm machines of or their banking services is as good as mcd/bmc office will take your money and show zero
COMPLAINT	ing vysya was best but you people ruined it
MISCELLANEOUS	what is this hp
COMPLAINT	ur bank atm still out of service no money people using hdfc with good service
COMPLAINT	everytime pls give me your dm what action you r taking will you ever take action against 
COMPLIMENT	thank you all for your super cool entries in myhelicoptershot contest winners please dm your contact details to claim 
COMPLAINT	to make dd we need to fill dd slip n ur dd charges r rs per dd so how do u benefit the cust indianbanking rbi
MISCELLANEOUS	please note that international atm withdrawals have been disabled on all naira debit cards thanks ^ven
REQUEST	udaykotak plz somebody helppppp
REQUEST	can u give a resolution r solution to this i send a dm as well
COMPLAINT	dp charges got deducted from my account without any notification on my mail nothappywithiciciservices
COMPLAINT	if you can t provide x custumer care stop claiming your bank as the smartest bank and change your tagline 
SUGGESTION	hi we have responded to your concern on facebook you may follow up with us on facebook for any updates 
COMPLAINT	how long it s more than a month since i raised this COMPLAINT
COMPLAINT	ive aready had to change privilege mgr but looks like the problem is organsational would never happen with a hdfc for eg 
COMPLAINT	good morning i tries withdrawiing with my verve card bt it keep telling me transaction not completed
REQUEST	does icici bank take deposit of rs coin
COMPLIMENT	thank you
REQUEST	i am holding nri a/c and applied for debit card long back no update from cust care ticket no nr pls advise
