Expected,Predicted,Content
COMPLAINT,COMPLAINT,worst chat service ever  you guys promote using icici mobile app and there is chat option right there which is as worst as one cant expect first of all i complaint them for not getting credit card statement on my physical address then secondly i requested them to mail me my last  months credit card statement they said it will take around  hours at max to receive it ok thats fine then i ask them to give me the request number too in case i dont receive it so i should have something to track on but the person dont have request numberas he convinced me sir you will get it soon but nothing on my mail even after  hours now i am forced to call customer care and what they replied me sir your email id is not even updated in your credit card what the f**k i am thinking of closing my icici account as well as cancel my credit card now i am forced to move on to other bank
COMPLAINT,COMPLAINT,i was onfe an icici bank customer( i closed my account and all credit cards in  paid all dues and ended my relationship as my salary account was moved to citi bank and i dont need to maintain two accounts) from march  icici bank is sendingcredit card account statements saying that i need to pay  rs in  ( now  rs with late payment interest etc) contacted customer service twice they created service requests and nothing happend either my calls will be disconnected abruptly or placed in long hold dont know what to do so i am posting here
COMPLAINT,COMPLAINT,ya all gimmickry they wd apply charges for any transaction on other atms what if the nearest atm of indusind is not working and theres no other atm in kms  they dont bother unless u escalate they dont care they would swarmaround you the moment you visit a branch to upsell their products which you dont need they mean business no heart no empathy
COMPLAINT,COMPLAINT,worst onboarding experience i had with your bank applied for bank account two weeks back and receive the atm card today but the worst part is i have to wait for one more week to activate my netbanking account what a poor service your are providing icici and hdfc are rockstars and i am totally disappointed with your worst service
COMPLAINT,COMPLAINT,kotak mahindra bank ltdteam your netbanking is not working from past  days and am unbale to reach your tollfree number too whats happening  can you rectify this asap  lifes getting difficult with kotak bank suggest to improve your services and online sites
COMPLAINT,COMPLAINT,i someone has made a transaction in new york at us polo assn of rs using my credit card on  around  am and even no otp is received although the card is with me only and i never gone there i had already files a complaint regarding this with kotak my service request no is  sr how it is possible please look into the matter and initiate my refund
COMPLAINT,COMPLAINT,helloi am getting continuous call from one unknown lady of your departmentphone number  ten times &  two times she wascontinuously asking phone number of some person whose surname match tomy surname she was contacted to my office where i am working & alsotold me to she will contact to my wifes office tooshe was disturbing me without any reason of your bank i had all callrecords in my cell phone for the conversionshe was openly challenge me to go to police station so it is betteroption for me i will do the same with all communication
COMPLAINT,REQUEST,i am regularly getting message that i have  account with your bank ending with  and  with a negetive balance of  and  i had open only  account and after couple of months i have requested to close the account you guys have created  account and accumlating balance on that kindly reverse the entire money and close the account
COMPLAINT,COMPLAINT,state bank of indiaarya nagar gzb branch only  officials  remains absentgcc machines not working from months unhappy take some action
COMPLAINT,COMPLAINT,one of the worst service & response from honey park surat branch have been trying to change the mobile number for last  months submitted an application to their branch for mobile number change on  september  they said its done  even after several follow ups it was not done then i came to ahmedabad for work tried to change number online several times but its impossible to change as dont have the earlier number tried all the methods online but all failed so i again had to come from ahmedabad to surat to change number when i went there they( mr rathod & staff) said that they dont know about old applications & asked me to file a new application  i even showed them( mr rathod & staff) the mail but still they showed no interest in earlier application one lady even threatens to call police if i make any noise this was so frustrating that it was almost unbearable first they harass the customer & if the customer shows anger they threaten to call police so again submitted another request in last week of june at their branch they said its done when i came to home & checked online to my horror it wasnt done si i again took follow up the next day from mr rathod he said me to give miscall on a another number to activate the number i did the same but it was not for number activation but was for account balance check etc i told him the same he told me to change mobile number through online banking i tried & showed him that it was pending from their side i took follow ups after follow ups on whatsapp phoneetc i even told the branch manager(mr anil) about the same he simply told to wait & gave the phone to staff now even after  days of visitng them again to their branch & after  months of filing the st application for mobile number change my number is still not changed now they are saying to fill another application & send them the mail i have already done this & waiting for their response
COMPLAINT,COMPLAINT,never opt for yes bank services you vill be messed up when you are in emergency   
COMPLAINT,COMPLAINT,new website has no option to direct log in as a corporate client it keeps on showing new pages instead of directing to log in option there is no direct log in option for corporate client and its frustrating to see new information and waste of time
COMPLAINT,COMPLAINT,dear axis bank can you please let me know why you steal money from customers  you dont close the services that i dont want to use form last one year yes you read it right from last  year i am trying to close my axis bank demat account client id   i had applied in april  for closure but it didnt close and i applied again on th june  but money was deducted from account stating for charges on th june  and yet i dont know if the account is closed request you to please close the account and stop stealing
COMPLAINT,COMPLAINT,banks are the places where we save our money but private banks are the parasites they keep nibbling our money some or the other way jo tera hai wo mera hai or jo mera hai wo mera hi hai  never trust them
COMPLAINT,COMPLAINT,ive tried to open a bank account through the governments jan dhan yojana scheme its close to a month now and the representative whos handling my case is still stringing me along without any concrete timeline this is a waste of my time and efforti find it hard to believe that its taking a month to open an account ive tried opening an account at the crosspoint mall branch (opposite galleria market) in gurgaon is this the customer service you guys pride yourself on  i really thought axis had above average service  but looking at this long list of complaints on this post im keen on trying on another bank
COMPLAINT,COMPLAINT,such pathetic customer service i have been following up since last week for my cc bill and each time the customer care executive says he will send it in  mins and thats the end of it i have call back again to check on the statement i would like to cancel the card this is highly annoying
COMPLAINT,COMPLAINT,his is just start annoying customerswho pushed you upthe day they will come to know the fact as my incident sall you going to roll down like zipdoomalways rememberthe way you all indulged in pathetic wayisnt mrpkjha or mrravi srivastavareally you along with digvijay singhwhat did just only have to convey fact to the customers or publicquite enough to give break to name famegrowth n allits ashamed meanyways keep preaching by making fuss onlinewhirld already shaping big than will seewhats suggestion works best by making fool to consumersor being ownselves     
COMPLAINT,COMPLAINT,the customer care number  never connects after  trials from my registered mobile number i got the chance to speak with a phone banking officer who of course knows nothing to resolve my issues the other number  gets disconnected as soon as you dial it
COMPLAINT,COMPLAINT,n th january  my father md irshad alam went to axis bank atm raja bazar to withdraw rs from his salary savings account he withdrew rs and came out from the atm he got a message on his registered mobile number that an amount of rs  has been debited from your account at  he received another message at  that an amount of rs has been debited from your account however he did not perform any transaction we have reported this incident to the axis bank kankurgachi branch garia branch and amherst street police station but they are not at all taking any effective steps against this issue and simply wasting our time by telling that police will take care of these things this incident is happening on a regular basis at axis bank keshab chandra street raja bazar atm
COMPLIMENT,COMPLAINT,i could not stop myself from writing a few lines for this brilliant hdfc phone banker ms shivani the service that i got today is beyond my expectation shivani you are the future for your organization my request to the hdfc management is to encourage shivani she is your asset thank you shivani one more time keep up the good job
SUGGESTION,COMPLAINT,never ever go in for such cards as it takes away your liquidity and also you dont get the correct value carry cash
SUGGESTION,REQUEST,axis bank innovated new ideas thats good for progress on thoughts like but the our loan process is very slow and bored so please improve our loan process for new customersaxis bank
REQUEST,REQUEST,who can i create a account in your bank my pin number 
REQUEST,COMPLAINT,what kind of precious metals investments do you have
COMPLIMENT,MISCELLANEOUS,he milestone
COMPLAINT,COMPLAINT,no any rules manner not any guidelines no use of sop very very low standard of yes bank any one service is not good am request of all audience please do not open the account of yes ban
COMPLAINT,COMPLAINT,before we explore new web site please have the basics rectified ie indicate tds in monthly bank statement to avoid malpractice being adopted by yes bank staff in back end office
COMPLAINT,COMPLAINT,i have salary account in axis bankbut still axis bank are not issue credit card
COMPLAINT,COMPLAINT,hi axis bankyour customer care communication is very badi have axis bank credit cardi ask him about credit card billshe is phone line cut in half communicationand i am not happy
COMPLAINT,REQUEST,limited i mean only  free atm transactions per monthsbi a far better government banking service goind to deactivate my account soon
COMPLAINT,COMPLAINT,if you are in a hurry never ever never ever use sahakaranagar bangalore branchyra non stop complaints and yet no useplan to waste over an hour due to the branch manager & staff lethargy topped by their high handedness
COMPLAINT,COMPLAINT,what a foolish reason u guys are giving me nw   i was not contactable   i have already shared my convenient time as well as all the contact details to your concern teamim not yet clear how your promotionalloans team contact me easily and your credits card team couldnt   your team is not taking serious actions on customers needs or what   now i only need exact reason why my credit card gt disapproved  
COMPLAINT,COMPLAINT,for a simple query i have been communicating with axis bank credit card support team for last  months but the issue is not fixed later i contacted to nodal officer and they were more worst than support team i learned two thing one support team (as communicated with  executives) are unskilled illiterate lack of knowledge of products; two nodal team officer (as communicated with  person) the worst i dont believe they are iim alumuni i have doubt on recruitment agency (probably axis bank hr team) very sad news and very shame to higher authority
COMPLAINT,COMPLAINT,axis bank can you please make my internet banking on    i am trying to login as first time user  forget password both are not working for me i have sent many mails to you but there is not proper response and resolution for issue is
COMPLAINT,COMPLAINT,please do not use axis bank remittance service all their service is pathetic and they put the onus on customers to provide the details while customer service representative do not want to their job
COMPLAINT,COMPLAINT,horrible customer service something as simple as getting my bank statement printed out caused confusion at the bankno queueits like a fish market
COMPLAINT,COMPLAINT,very poor bank ever in my life the customer service is also for axis bank employes only never gives you assured answers i requested to the rbi and consumer forum to take a action against this bank
COMPLAINT,COMPLAINT,credit card using experience is very very bad   like a hell you guys are no more customers friendly bank anymore  
COMPLAINT,COMPLAINT,many time talk customer care many time email customer care but not supported my problem chip debit card payment not send international not transfer merchant account
COMPLAINT,COMPLAINT,i have very bad experience by the bank manager where i approach for a approved locker with locker id number thru mobile app manager suresh from hasthinapuram chennai india stating that he dont know he is the decision maker whether toprovide locker or not we have told its been already booked and hemalatha staff of the same branch we are processing other customer at that time u have applied rhruob app its error who is held responsible to resolve this bank or the stupid customer who is having account with ba k received reward by money by service
COMPLAINT,MISCELLANEOUS,processing is too late especially net banking is too slow
COMPLAINT,COMPLAINT,not sure how you got this award your customer service representative do not even understand simple english i posted a concern over priority banking and the representative shares the details of the mutual funds in your earlier posts you have mentioned please write an email to customerservice@axisbankcom if your resources do not even understand english how will they resolve our queries
COMPLAINT,COMPLAINT,worst bank with worst services i am using axis travel card i have used icici and citibank travel cards they are far better then axis axis bank travel card services are pathetic whenever you raise complaint they will revert back with standard emailwe will get back to you within  days they dont even care whether issue is urgent and after  days they will ask for some information and they counters starts again and they keep doing this until you stop chasing them and you will not any resolution hey axis here on fb post as well dont try same trick by posting reply like hi ajay please write to us at customerservice@axisbankcom if you really want to do something this my complaint reference number  and resolve it within hrs without any excuses
COMPLAINT,COMPLAINT,the worth service in the industry axis bankin bhubaneswar
SUGGESTION,MISCELLANEOUS,try to deposit it into my bank of america account only to realize that literally every atm in a  mile radius is out of service oh and mobile deposit too then id switch banks
COMPLAINT,COMPLAINT,i sorry to say that b of a can come up with thousands of excuses why they do what they want to to your account we know because we have been with them for over  years and this last year has been very bad that have a thousands and one excuses and it no good to talk to them they need to go back to true customer service when they were call the bank of italy
REQUEST,COMPLAINT,mobile banking is not easier than before when i cant update to the new version (my iphone  cant run ios ) the version i have worked just fine until the forced update came out
REQUEST,REQUEST,a great way to simplify my life would be to take care of the issues i had getting help from a live person that i just posted about wrt to my atm card issue dont expect everybody to know the amount of their last deposit and dont have some robot on the phone telling me a representative cant help me and refusing to connect me i was almost late for my train dealing with this unexpected hassle today
SUGGESTION,COMPLAINT,i like the app but that doesnt mean your customer service number needs to have  minute wait times in my  years of being a loyal customer (and tax payer that helped bail out bofa when they made some seriously greedy decision that would have put them under) i am for the first time considering switching to a local community bank because their service is getting worse and worse even in the branches things are going south come on bofa youre posting good earnings  invest in your call centers
REQUEST,COMPLAINT,well no luck with contacting your bank via email they dont handle statement changes and i have to call in not sure when i will have time to do that
REQUEST,COMPLAINT,i like the new app but where are the cash back deals located  also is there any plans to open any branches in eastern kentucky 
COMPLAINT,COMPLAINT,my app always crashes
REQUEST,COMPLAINT,waiting for someone to open their chatall agents are busy
COMPLIMENT,COMPLAINT,customer relation matters
COMPLIMENT,COMPLIMENT,love this card ita been working out great
COMPLIMENT,COMPLIMENT,the new bank of america mobile app is greatthank you for the improvements it is easy to navigate and meets my on line banking needs
COMPLAINT,REQUEST,dont get it i tried twice to get a purchase approved by phone on my visa and was cut off twice as they were transferring me to the approval department then i received a survey asking about my experience and it didnt work i wonder if this will get through 
COMPLIMENT,COMPLAINT,got this card before my euro trip  i love it  no foreign fee    i did not want to carry too much cash with me while traveling this card is perfect ty bofa
COMPLAINT,REQUEST,i need help  trying to trade futures future options binary options forex on merrill edge but cannot find any 
REQUEST,REQUEST,please check the dm i sent need to have something resolved today if you are closed tomorrow thanks
REQUEST,REQUEST,can i avail loans for our cooperative working capital
COMPLAINT,COMPLIMENT,my journey  im in baton rouge where historic flooding has destroyed half the city my mom in michigan tried to deposit cash at a branch into my account during a federally declared state of emergency they told her she couldnt put money into my account super cool thanks chase bank
REQUEST,REQUEST,as a loyal customer can i waive this  dollar late fee on my slate bill 
COMPLIMENT,COMPLAINT,best bank i have ever had   they treat you like a person and not a customer 
COMPLIMENT,COMPLIMENT,in love with my new pride card  thank you
COMPLIMENT,MISCELLANEOUS,this is an awesome feature love the technology (& the llama too )
SUGGESTION,COMPLAINT,when will you guys be getting touchid added to your iphoneipad app 
COMPLAINT,COMPLAINT,day na story o no reversal yet 
COMPLAINT,COMPLAINT,no i didnt receive an otp
COMPLAINT,COMPLAINT,day na story o no reversal yet 
COMPLAINT,COMPLAINT,i have tried that number its not going
COMPLAINT,REQUEST,please reply all my messages 
COMPLAINT,REQUEST,thank you but considering i already spent $ before the new limits were set can i still use my card for pos up to $ 
COMPLAINT,SUGGESTION,c
COMPLAINT,COMPLAINT,good morning i tries withdrawiing with my verve card bt it keep telling me transaction not completed
COMPLAINT,COMPLAINT,na wah for ur customer care u guys are too slow a simple follow back since morning i nid to dm u and forward my complaint
COMPLAINT,COMPLAINT,hello i observed that has been replying in your stead yet is not verified clarifica nq
COMPLAINT,REQUEST,cries in poverty look at my mate and you can t give me my common $ let me per day lzcrgao
COMPLAINT,COMPLAINT,its shows that the service is currently disabled 
COMPLAINT,COMPLAINT,i hope this works coz have aready submitted twice here and also marked mail to noda officer seems employee are sleeping
COMPLAINT,COMPLAINT,i m still waiting for card to be deliver frm waybill 
COMPLAINT,REQUEST,i can t send the message since the form on the given link says please enter valid message 
COMPLAINT,COMPLAINT,firstly ur call centre numbr keeps cutting my calls and now u expect me to fill in my details 
COMPLAINT,COMPLAINT,funding a township which is not approved by lda is also apa of this fraud 
COMPLAINT,COMPLAINT,they took months provided me only name card instead of image card i have forwarded so many photos they cheated me <u ><u fe f><u fe f>
COMPLAINT,REQUEST,your link is not working whenever i m looking to submit it is not submitting
COMPLAINT,COMPLAINT,no one has come and resolved it
COMPLAINT,REQUEST,just wondering you expect me to call to check on the status and i am suffering loosing time and patience on this
COMPLAINT,COMPLAINT,okay thanks thing more i told u to deactivate the sms ale service bt still u r charging me yaxes every month
COMPLAINT,COMPLAINT,i have deposited a hsbc bank cheque on th oct your customer care has no clue and asking me for branch pincode
COMPLAINT,MISCELLANEOUS,after complaining from the mail id you are asking to complain from registered email or phone number
COMPLAINT,COMPLAINT,i called your customer service no time to speak to some and no one bothered to talk to me 
COMPLAINT,COMPLAINT,wrote a mail to creditcards com but still no response great service one customer lost
COMPLAINT,COMPLAINT,why cant i reach ur customer care ever i need to speak i call them and then the line cuts off lyk y 
COMPLAINT,COMPLAINT,why are your customer care executives are sending irrelevant mails to me without understanding the issue
COMPLAINT,COMPLAINT,worst ever customer service from icici bank nampally hyderabad branch 
COMPLAINT,COMPLAINT,its being over a year i haven t received any reply on my issue seems u ppl are deaf enuf 
COMPLAINT,COMPLAINT,i had to make rounds to the bank multiple calls it s scary how they really don t care
COMPLAINT,COMPLAINT,i ve applied hl in virar branch but even after month i ve received not received the sanction letter
COMPLAINT,COMPLAINT,over days now where is the cashback have not received anything so far on my savings account
COMPLAINT,REQUEST,leave it man close that account i am opening a ac in axis bank
COMPLAINT,COMPLAINT,they never answer on your issues but just to manage twitter
COMPLAINT,SUGGESTION,what the atm isn t fixed badi badi baatin vada pav khaate 
COMPLAINT,COMPLAINT,icici asked my no to hear my concern however no call recd
COMPLAINT,COMPLAINT,been comm via email for mnths no help sadly had to escalate to my bank to refute charges case 
COMPLAINT,COMPLAINT,funding a township which is not approved by lda is also apa of this fraud app
COMPLAINT,REQUEST,read about step verification is mandatory by rbi only not for the foreign payment processors 
COMPLAINT,COMPLAINT,my card pin first flight doc p q not yet delivered lying at bhopal since no proper reply given by courier 
COMPLAINT,COMPLAINT,that s nt d point card was blocked for no reason saying dr case of fraud while serving no purpose what sorcery is this
COMPLAINT,COMPLAINT,when i can expect call its more than hours
COMPLAINT,COMPLAINT,hey fraudsters yes u r u gonna do something about the burglary u did on my acc cant believe u cant respond too
COMPLAINT,COMPLAINT,i am shocked he was use very unprofessional behavior threat me 
COMPLAINT,REQUEST,need to shift home loan and hence need all this man what a bank in this age of online banking 
COMPLAINT,COMPLAINT,i need money right at my doorstep this is th to th incident i m reporting i can t hearread the wor
COMPLAINT,COMPLAINT,close this dead atm poor service from past months no ac no money no rec 
COMPLAINT,REQUEST,my online payments are stalled because of zero cooperation from your side
COMPLAINT,COMPLAINT,there is no reply already business hours gone ceo n employee all are shameless 
COMPLAINT,COMPLIMENT,great thought chanda ma am better tell someone to cleanup icici suppo as well it s useless
COMPLAINT,COMPLAINT,same way a chat suppo which tells me to call customer care number is useless
COMPLAINT,COMPLAINT,rd day and no one has called fraudstericici worstbank icicibank u wont get away 
COMPLAINT,COMPLAINT,this is how u treat ur corporate customers i didn t hear anything from anyone still c
COMPLAINT,COMPLAINT,grammar is still your best friend though 
COMPLAINT,COMPLAINT,its been hours gone pathetic service of liars club senior none of them called me 
COMPLAINT,COMPLAINT,your net banking isn t secure ur system says transaction failed but you still go and transfer the money tired of followups
COMPLAINT,COMPLAINT,why there s no kannada language in ur challan saw this today in bhattarahal
COMPLAINT,COMPLAINT,never purchase any policy from fraud they are giving some other policy 
COMPLAINT,REQUEST,please contact me on as i had already send an email on customercare but didn t get any reve on that
COMPLAINT,COMPLAINT,my payment failed on th september is saying that money in stuck with bank but here bank dosnt reply pathetic
COMPLAINT,COMPLAINT,two days gone still waiting for your team to contact me ur team is pretty quick when selling car 
COMPLAINT,COMPLAINT,your way of treating your customers is by putting them on hold for one hour you guys suck 
COMPLAINT,COMPLAINT,no service request for previous calls or sms closed without any resolution or information to customer
COMPLAINT,REQUEST,shared the details yesterday no response yet anytime soon 
COMPLAINT,COMPLAINT,no ac from last yrs days in week no money out of service people using hdfc 
COMPLAINT,REQUEST,happens all the time pls dont waste our time and money pls retweet vup
COMPLAINT,COMPLAINT,ur fraud investigation team still not able to find out destination merchant or banker is it ur so called icicisafebanking
COMPLAINT,COMPLAINT,chip enabled debit card was physically with me on that day but someone has withdrawn cash from my account 
COMPLAINT,COMPLAINT,lost rs on oct from my icici savings in unauthorised cash withdrawal pl act fast sr
COMPLAINT,COMPLAINT,shittiest service by unable to unblock credit card fully automated junk can t speak to a person with
COMPLAINT,COMPLAINT,shittiest service by unable to unblock credit card fully automated junk can t speak to a person with
COMPLAINT,COMPLAINT,struggling for getting fastag from last month ur executive never came wrost service icicibank
COMPLAINT,COMPLAINT,my phone no is hv bn tryng cstmr care for arnd an hr no one rspnds
COMPLAINT,COMPLAINT,faulty trnsctng frm my sbi atm card at icici atm machine cstmr care nt rspndng
COMPLAINT,MISCELLANEOUS,machine didnt displayed that screen on which we enter the amount to be withdrawl what was that [ ]
COMPLAINT,COMPLAINT,bangalore koramangala branch is very worst to attend to customers 
COMPLAINT,COMPLAINT,asking me to speak icicipruamc i have mailed full query to them but no answer even after hours
COMPLAINT,COMPLAINT,icici branch doesn t have money
COMPLAINT,COMPLAINT,nagpur is this the day closing time there is no cash in the atm too
COMPLAINT,COMPLAINT,applied for closure of demat accounts on sept emails to customer care of no use why does one has to tweet to get attn
COMPLAINT,COMPLAINT,still no response from your bank
COMPLAINT,COMPLAINT,your team calls me for a card upgrade of a blocked card wonder if u have crs systems in place 
COMPLAINT,COMPLAINT,is this how u make money with your malfunctioning atm on what grounds is extra rs being charged lqkr x
COMPLAINT,COMPLAINT,i have sr and this been pending with your lazy staff for a month can someone wake up to attend to this
COMPLAINT,COMPLAINT,i think you guys forgot the concern your customer had and enjoying your life
COMPLAINT,COMPLAINT,what a shitty customer suppo you have they cant pronounce a simple name they just won t listen just blabber 
COMPLAINT,COMPLAINT,only one call that we will see the matter no action till date what to do with account without signature or pic in records
COMPLAINT,MISCELLANEOUS,i shared number yesterday got your confirmation today early morning however no one reached out to restore the card yet 
COMPLAINT,COMPLAINT,not getting otp
COMPLAINT,COMPLAINT,i m shocked u don t even bother to reply
COMPLAINT,COMPLAINT,i am now not able to call your custom suppo also this is matter or urgency
COMPLAINT,COMPLAINT,you surely don t care
COMPLAINT,REQUEST,it s happned in your noida branch and when my person say clear it today then nobody can give us positive response 
COMPLAINT,COMPLAINT,hi concern person i had a transaction issue with you bank from th in oct and still not get closure from your team now
COMPLAINT,COMPLAINT,i am in singapore i hv sing nbr registered with and i cudn t create vpa
COMPLAINT,COMPLAINT,even after i called him once more please note that i never asked him to call me back but it was he told that he will 
COMPLAINT,COMPLAINT,unfortunately the bad service at icic direct continues after my complaint with you i got several calls promising of 
COMPLAINT,REQUEST,there is an issue with my credit card statement the branch said they can t help cust care exec put me on hold for mins
COMPLAINT,COMPLAINT,just received a call disgusting not customer friendly wanted me to receive the cheque books km away will stop acc
COMPLAINT,REQUEST,just got a phishing call for my icici bank credit card from number talking about refund of k due to me
COMPLAINT,COMPLAINT,trying to call your ccnumber since yesterday it is impossible to talktoyour cc officer my email id mehrashish com
COMPLAINT,COMPLAINT,got my atm card after extra days 
COMPLAINT,COMPLAINT,block chain or blocked operations feeling disappointed not getting last disbursement 
COMPLAINT,COMPLAINT,please don t commit if u can perform days passed since i dm my details u no one called shame
COMPLAINT,COMPLAINT,still waiting worstcustomerservice epicfail banicicibank banking ombudsman 
COMPLAINT,COMPLAINT,icici bank porbandar refused open ssa unless i open saving ac for gl child
COMPLAINT,COMPLAINT,link not working
COMPLAINT,COMPLAINT,i had a issue with wrong imps transfer i decided quit icici miss sita made me to feel great made me to stay back thank u
COMPLAINT,MISCELLANEOUS,can t makeiteasy badexperience likegovernment badolddays diaconnected from customer
COMPLAINT,COMPLAINT,i made a payment for purchasing ticket on website the payment is deducted from my account but is not received n
COMPLAINT,COMPLAINT,dear i haven t applied for credit card still m receiving mails frm you asking me to verify my application which i never done
COMPLAINT,COMPLAINT,still waiting 
COMPLAINT,COMPLAINT,it shows ur negligence the same dialogue earlier also but no call playing with people money
COMPLAINT,COMPLAINT,no account opening in icici without subsription of apy application id 
COMPLAINT,COMPLAINT,atm security is bank responsibility how can any bank get away and blame customer for atm fraud for their hard earn money
COMPLAINT,REQUEST,i urge ms chanda kochar to intervene icici official are not customer frandly
COMPLAINT,COMPLAINT,another stupid mail no solution provided still credit card due amount is aprearing on bill payment qdvhgkqv
